gene,msi,component,r,r_abs
Slc17a7,mz.453.06455,0,0.3523298,0.3523298
Mobp,mz.697.2391,0,-0.35201412,0.35201412
Bc1,mz.382.14402,0,0.35177946,0.35177946
Pacs2,mz.712.25852,0,-0.35172975,0.35172975
Olfm1,mz.822.27959,0,0.35167003,0.35167003
Bc1,mz.428.14952,0,0.3513826,0.3513826
Rpl4,mz.289.12287,0,0.35105574,0.35105574
Pacs2,mz.338.1179,0,-0.3509318,0.3509318
Rpl4,mz.354.14918,0,-0.3505466,0.3505466
Rpl4,mz.429.1528,0,-0.35034573,0.35034573
Pacs2,mz.326.11793,0,-0.3503009,0.3503009
Pacs2,mz.431.08294,0,-0.34992152,0.34992152
Nrgn,mz.820.52425,0,0.34967577,0.34967577
Rpl4,mz.712.25852,0,-0.34965134,0.34965134
Pacs2,mz.290.12525,0,0.3496452,0.3496452
Rpl4,mz.170.45622,0,-0.34959912,0.34959912
Bc1,mz.426.1394,0,0.34952495,0.34952495
Bc1,mz.821.52703,0,0.3494938,0.3494938
Nrgn,mz.426.13386,0,0.34940913,0.34940913
Bc1,mz.426.13386,0,0.34920824,0.34920824
Pacs2,mz.693.23733,0,-0.34910896,0.34910896
Olfm1,mz.697.23266,0,0.34900516,0.34900516
Rpl4,mz.820.52425,0,-0.34870565,0.34870565
Pacs2,mz.415.10892,0,-0.34838837,0.34838837
Pacs2,mz.427.13255,0,-0.3483476,0.3483476
Nrgn,mz.428.14054,0,0.34790912,0.34790912
Mobp,mz.426.13386,0,-0.34783906,0.34783906
Bc1,mz.555.04915,0,0.3478129,0.3478129
Nrgn,mz.426.1394,0,0.34773773,0.34773773
Rpl4,mz.426.12472,0,-0.34691823,0.34691823
Mobp,mz.822.27959,0,-0.346895,0.346895
Bc1,mz.354.14918,0,0.34684843,0.34684843
Nrgn,mz.573.24283,0,-0.34682637,0.34682637
Bc1,mz.354.1128,0,0.34584868,0.34584868
Bc1,mz.170.45622,0,0.34580642,0.34580642
Rpl4,mz.383.14755,0,-0.3455853,0.3455853
Pacs2,mz.820.52425,0,-0.34538555,0.34538555
Rpl4,mz.338.1179,0,-0.34535718,0.34535718
Pacs2,mz.428.13762,0,-0.34521762,0.34521762
Pacs2,mz.444.14443,0,-0.3447664,0.3447664
Mobp,mz.426.1394,0,-0.3446745,0.3446745
Bc1,mz.426.12809,0,0.3445297,0.3445297
Pacs2,mz.574.24577,0,0.34437943,0.34437943
Rpl4,mz.427.13255,0,-0.3441662,0.3441662
Olfm1,mz.555.04915,0,0.34414256,0.34414256
Pacs2,mz.556.05285,0,-0.34412253,0.34412253
Olfm1,mz.428.14952,0,0.34398472,0.34398472
Bc1,mz.822.27959,0,0.34393126,0.34393126
Pacs2,mz.433.08094,0,-0.34386957,0.34386957
Olfm1,mz.698.23612,0,0.3438431,0.3438431
Rpl4,mz.554.04133,0,-0.34368387,0.34368387
Bc1,mz.697.23266,0,0.3435832,0.3435832
Nrgn,mz.354.1128,0,0.34357446,0.34357446
Rpl4,mz.426.12352,0,-0.34357113,0.34357113
Rpl4,mz.170.85749,0,-0.343529,0.343529
Nrgn,mz.429.1528,0,0.34351647,0.34351647
Rpl4,mz.416.11226,0,-0.3433792,0.3433792
Bc1,mz.698.23612,0,0.34319746,0.34319746
Mobp,mz.382.14402,0,-0.34313655,0.34313655
Mobp,mz.427.13472,0,-0.3429937,0.3429937
Bc1,mz.428.14054,0,0.34299365,0.34299365
Rpl4,mz.444.14443,0,-0.34291077,0.34291077
Nrgn,mz.427.13472,0,0.34287825,0.34287825
Mobp,mz.290.12525,0,0.34282047,0.34282047
Nrgn,mz.426.12809,0,0.34281355,0.34281355
Nrgn,mz.711.25459,0,0.3427517,0.3427517
Nrgn,mz.170.45622,0,0.34266424,0.34266424
Mobp,mz.426.12809,0,-0.34265178,0.34265178
Pacs2,mz.651.22691,0,-0.3426196,0.3426196
Bc1,mz.398.13898,0,0.34255117,0.34255117
Pacs2,mz.426.12352,0,-0.34237546,0.34237546
Nrgn,mz.554.04133,0,0.34224868,0.34224868
Nrgn,mz.433.08094,0,0.34221935,0.34221935
Mobp,mz.711.25459,0,-0.3420906,0.3420906
Bc1,mz.170.85749,0,0.34197617,0.34197617
Nrgn,mz.821.52703,0,0.34166825,0.34166825
Pacs2,mz.574.23659,0,0.34163475,0.34163475
Rpl4,mz.428.13762,0,-0.34140486,0.34140486
Pacs2,mz.399.14248,0,-0.34121257,0.34121257
Nrgn,mz.693.23733,0,0.3408143,0.3408143
Nrgn,mz.712.25852,0,0.34069175,0.34069175
Rpl4,mz.854.20307,0,-0.34057957,0.34057957
Olfm1,mz.427.13738,0,0.34039074,0.34039074
Nrgn,mz.354.14918,0,0.34026444,0.34026444
Bc1,mz.427.13472,0,0.34025723,0.34025723
Rpl4,mz.699.23923,0,-0.34025532,0.34025532
Nrgn,mz.355.11611,0,0.34009007,0.34009007
Olfm1,mz.697.2391,0,0.3398326,0.3398326
Pacs2,mz.573.22672,0,0.33979368,0.33979368
Mobp,mz.170.45622,0,-0.33960682,0.33960682
Mobp,mz.354.1128,0,-0.3394208,0.3394208
Pacs2,mz.574.22829,0,0.33933374,0.33933374
Mobp,mz.428.14054,0,-0.33907276,0.33907276
Rpl4,mz.821.52703,0,-0.3390419,0.3390419
Rpl4,mz.290.12525,0,0.33895907,0.33895907
Pacs2,mz.862.09285,0,-0.33886254,0.33886254
Bc1,mz.355.11611,0,0.33882743,0.33882743
Nrgn,mz.290.12525,0,-0.33876073,0.33876073
Bc1,mz.432.08618,0,0.33874732,0.33874732
Pacs2,mz.575.23994,0,0.33863384,0.33863384
Nrgn,mz.427.14125,0,0.33849064,0.33849064
Nrgn,mz.426.12472,0,0.33827767,0.33827767
Pacs2,mz.854.20307,0,-0.33811468,0.33811468
Pacs2,mz.412.11825,0,-0.3379763,0.3379763
Mobp,mz.554.0519,0,-0.33778936,0.33778936
Rpl4,mz.573.24283,0,0.33769152,0.33769152
Pacs2,mz.554.04133,0,-0.33762723,0.33762723
Nrgn,mz.383.14755,0,0.33744672,0.33744672
Nrgn,mz.398.13898,0,0.33742929,0.33742929
Pacs2,mz.573.23369,0,0.33739316,0.33739316
Bc1,mz.431.08294,0,0.33714944,0.33714944
Mobp,mz.711.25794,0,-0.33696643,0.33696643
Mobp,mz.383.14755,0,-0.33674586,0.33674586
Bc1,mz.427.14125,0,0.33666614,0.33666614
Nrgn,mz.170.85749,0,0.33660722,0.33660722
Olfm1,mz.432.08618,0,0.3366009,0.3366009
Rpl4,mz.574.24314,0,0.33630723,0.33630723
Rpl4,mz.328.13352,0,-0.3363057,0.3363057
Nrgn,mz.428.13762,0,0.33625877,0.33625877
Bc1,mz.554.0519,0,0.3361376,0.3361376
Nrgn,mz.482.10025,0,0.33603787,0.33603787
Pacs2,mz.416.11226,0,-0.3358562,0.3358562
Olfm1,mz.711.25459,0,0.33584997,0.33584997
Rpl4,mz.326.11793,0,-0.33575213,0.33575213
Mobp,mz.699.22822,0,-0.335711,0.335711
Rpl4,mz.412.11825,0,-0.3357064,0.3357064
Rpl4,mz.773.52705,0,-0.3356765,0.3356765
Rpl4,mz.848.55532,0,-0.33565637,0.33565637
Olfm1,mz.426.13386,0,0.33558714,0.33558714
Slc17a7,mz.284.50693,0,0.33543548,0.33543548
Olfm1,mz.711.25794,0,0.33485973,0.33485973
Mobp,mz.429.1528,0,-0.33482793,0.33482793
Olfm1,mz.382.14402,0,0.33442822,0.33442822
Rpl4,mz.772.52412,0,-0.3344155,0.3344155
Nrgn,mz.289.12188,0,-0.33438984,0.33438984
Rpl4,mz.433.07846,0,-0.33431724,0.33431724
Olfm1,mz.426.1394,0,0.3341154,0.3341154
Nrgn,mz.433.07846,0,0.33400738,0.33400738
Bc1,mz.711.25459,0,0.3339083,0.3339083
