gene,msi,component,r,r_abs
Apod,mz.298.06399999999996,6,0.21578126,0.21578126
Vxn,mz.298.065095,6,-0.21515669,0.21515669
Pvalb,mz.298.065095,6,-0.21512991,0.21512991
Rgs7bp,mz.259.113915,6,-0.21495387,0.21495387
Nptx1,mz.516.190135,6,-0.21471626,0.21471626
Pvalb,mz.394.12496,6,-0.21470475,0.21470475
Efnb3,mz.258.110295,6,0.21431123,0.21431123
Mobp,mz.592.09793,6,0.21427327,0.21427327
Sv2b,mz.298.062905,6,-0.21420297,0.21420297
Pvalb,mz.298.062905,6,-0.2141825,0.2141825
Slc30a3,mz.258.110295,6,-0.21378434,0.21378434
Slc30a3,mz.298.062905,6,-0.21359807,0.21359807
Plp1,mz.516.190135,6,0.21322665,0.21322665
Ptgds,mz.297.06824,6,0.21234734,0.21234734
Sv2b,mz.297.069625,6,-0.21227154,0.21227154
Sv2b,mz.298.06399999999996,6,-0.21207705,0.21207705
Nptxr,mz.298.062905,6,-0.21119887,0.21119887
Slc30a3,mz.298.06399999999996,6,-0.21117148,0.21117148
Ppp3ca,mz.298.065095,6,-0.21115476,0.21115476
Ppp3ca,mz.297.06824,6,-0.21111083,0.21111083
Zbtb20,mz.560.1485299999999,6,0.21098486,0.21098486
Sv2b,mz.281.09517,6,-0.21083197,0.21083197
Mal,mz.297.069625,6,0.21067774,0.21067774
Rgs4,mz.259.113915,6,-0.21066207,0.21066207
Efnb3,mz.394.12496,6,0.21021953,0.21021953
Nptxr,mz.298.06399999999996,6,-0.21014813,0.21014813
Pvalb,mz.592.09793,6,-0.21010396,0.21010396
Nptx1,mz.258.110295,6,-0.20955375,0.20955375
Apod,mz.297.06824,6,0.209299,0.209299
Pvalb,mz.560.1485299999999,6,-0.20906731,0.20906731
Plp1,mz.560.1485299999999,6,0.20896722,0.20896722
Mal,mz.298.062905,6,0.20890754,0.20890754
Efnb3,mz.592.09793,6,0.20865831,0.20865831
Nptxr,mz.281.09517,6,-0.20860192,0.20860192
Mbp,mz.592.09793,6,0.20859449,0.20859449
Ptgds,mz.298.065095,6,0.20850879,0.20850879
Apod,mz.298.065095,6,0.20839459,0.20839459
mt-Nd4,mz.562.323125,6,0.20807357,0.20807357
Efhd2,mz.258.110295,6,-0.20725447,0.20725447
Ttc9b,mz.297.070615,6,-0.20692965,0.20692965
Ttc9b,mz.592.0904700000001,6,-0.2068312,0.2068312
Slc30a3,mz.297.06824,6,-0.20664951,0.20664951
Zbtb20,mz.280.092375,6,0.20661357,0.20661357
Nptx1,mz.562.323125,6,-0.20656873,0.20656873
Trf,mz.296.06595500000003,6,0.20645574,0.20645574
Sox11,mz.258.110295,6,0.20634615,0.20634615
Nptxr,mz.562.323125,6,-0.2062537,0.2062537
Mal,mz.298.06399999999996,6,0.20610419,0.20610419
Cnp,mz.296.06595500000003,6,0.20590529,0.20590529
Ttc9b,mz.280.092375,6,-0.20590058,0.20590058
Ttc9b,mz.296.06595500000003,6,-0.20571196,0.20571196
Cnp,mz.592.0904700000001,6,0.20561343,0.20561343
Trf,mz.297.069625,6,0.20549686,0.20549686
Sv2b,mz.259.11330999999996,6,-0.20542917,0.20542917
Trf,mz.592.0904700000001,6,0.20542516,0.20542516
Sv2b,mz.298.065095,6,-0.20491534,0.20491534
Sncb,mz.258.110295,6,-0.20465967,0.20465967
Plp1,mz.258.110295,6,0.2045926,0.2045926
Sncb,mz.516.190135,6,-0.20450632,0.20450632
Ttc9b,mz.560.1485299999999,6,-0.20443466,0.20443466
Plp1,mz.280.092375,6,0.20437947,0.20437947
Nptxr,mz.297.06824,6,-0.20428754,0.20428754
Rgs7bp,mz.592.09793,6,-0.20416799,0.20416799
Ppp3ca,mz.258.110295,6,-0.20415309,0.20415309
Trf,mz.298.062905,6,0.20411435,0.20411435
Trf,mz.298.06399999999996,6,0.203279,0.203279
Ndrg1,mz.297.070615,6,0.20309204,0.20309204
Slc30a3,mz.298.065095,6,-0.20272183,0.20272183
Pvalb,mz.562.323125,6,-0.20266442,0.20266442
Pvalb,mz.280.092375,6,-0.20238669,0.20238669
Sv2b,mz.297.06824,6,-0.20231202,0.20231202
Cnp,mz.297.069625,6,0.20220444,0.20220444
Nptxr,mz.298.065095,6,-0.20199051,0.20199051
Ttc9b,mz.297.069625,6,-0.20181844,0.20181844
Ppp3ca,mz.394.12496,6,-0.20142433,0.20142433
Nptx1,mz.592.0904700000001,6,-0.2011075,0.2011075
Ppp3ca,mz.516.190135,6,-0.20048353,0.20048353
Vxn,mz.592.09793,6,-0.20027155,0.20027155
Mbp,mz.560.1485299999999,6,0.20002519,0.20002519
Slc30a3,mz.560.1485299999999,6,-0.19992194,0.19992194
Slc30a3,mz.259.11330999999996,6,-0.19987473,0.19987473
Pvalb,mz.281.09517,6,-0.19978926,0.19978926
Ttc9b,mz.298.062905,6,-0.199755,0.199755
Dbi,mz.280.092375,6,0.19968575,0.19968575
Dbi,mz.560.1485299999999,6,0.19927703,0.19927703
Nptx1,mz.296.06595500000003,6,-0.19916898,0.19916898
Trf,mz.298.065095,6,0.19910163,0.19910163
Sox11,mz.516.190135,6,0.19841099,0.19841099
Mal,mz.297.06824,6,0.19822702,0.19822702
Zbtb20,mz.281.09517,6,0.19790226,0.19790226
Ttc9b,mz.298.06399999999996,6,-0.19775003,0.19775003
Nptx1,mz.297.070615,6,-0.19725221,0.19725221
Mbp,mz.280.092375,6,0.19708148,0.19708148
Mal,mz.298.065095,6,0.19688877,0.19688877
Ttc9b,mz.259.11330999999996,6,-0.19640386,0.19640386
Cnp,mz.298.062905,6,0.19590043,0.19590043
Apod,mz.592.09793,6,0.19564219,0.19564219
Sv2b,mz.259.113915,6,-0.1955952,0.1955952
Zbtb20,mz.562.323125,6,0.19559234,0.19559234
Nptx1,mz.297.069625,6,-0.19526032,0.19526032
Ccdc153,mz.280.092375,6,0.19520676,0.19520676
Sox11,mz.394.12496,6,0.19515647,0.19515647
Nptx1,mz.394.12496,6,-0.1949088,0.1949088
Slc30a3,mz.280.092375,6,-0.19483626,0.19483626
Ipcef1,mz.516.190135,6,-0.19403455,0.19403455
Trf,mz.297.06824,6,0.19382004,0.19382004
Ttc9b,mz.297.06824,6,-0.19349739,0.19349739
Cnp,mz.298.06399999999996,6,0.19347538,0.19347538
Nptxr,mz.259.11330999999996,6,-0.19343297,0.19343297
Mal,mz.592.09793,6,0.19331801,0.19331801
Slc30a3,mz.592.09793,6,-0.1931837,0.1931837
Nptx1,mz.298.062905,6,-0.1929779,0.1929779
Nptx1,mz.298.06399999999996,6,-0.19296756,0.19296756
Ccdc153,mz.560.1485299999999,6,0.19284916,0.19284916
Slc30a3,mz.259.113915,6,-0.19209331,0.19209331
Sox11,mz.259.11330999999996,6,0.19145572,0.19145572
Efnb3,mz.259.11330999999996,6,0.19113415,0.19113415
Efnb3,mz.560.1485299999999,6,0.19083366,0.19083366
Cnp,mz.297.06824,6,0.19078651,0.19078651
Efhd2,mz.259.11330999999996,6,-0.19077572,0.19077572
Efnb3,mz.280.092375,6,0.19025406,0.19025406
Sncb,mz.297.070615,6,-0.18998095,0.18998095
Dbi,mz.258.110295,6,0.1894781,0.1894781
Nptx1,mz.259.11330999999996,6,-0.18945436,0.18945436
Sv2b,mz.592.09793,6,-0.18922384,0.18922384
Ttc9b,mz.259.113915,6,-0.18915641,0.18915641
Sncb,mz.592.0904700000001,6,-0.18911129,0.18911129
Plp1,mz.394.12496,6,0.18887834,0.18887834
Ptgds,mz.592.09793,6,0.18882911,0.18882911
Nptx1,mz.297.06824,6,-0.18866059,0.18866059
Ppp3ca,mz.592.09793,6,-0.18853077,0.18853077
Mbp,mz.516.190135,6,0.18809794,0.18809794
Nptxr,mz.592.09793,6,-0.18805808,0.18805808
Mobp,mz.516.190135,6,0.1878504,0.1878504
Nptxr,mz.259.113915,6,-0.1877965,0.1877965
Ipcef1,mz.258.110295,6,-0.18773945,0.18773945
Dbi,mz.297.070615,6,0.18773785,0.18773785
Nptx1,mz.560.1485299999999,6,-0.18711737,0.18711737
Ptgds,mz.258.110295,6,0.18702275,0.18702275
Sncb,mz.296.06595500000003,6,-0.18698007,0.18698007
Nptx1,mz.280.092375,6,-0.18685678,0.18685678
Mag,mz.297.070615,6,0.18674257,0.18674257
Sncb,mz.562.323125,6,-0.1865215,0.1865215
Trf,mz.592.09793,6,0.18626992,0.18626992
Nptx1,mz.298.065095,6,-0.18617389,0.18617389
Dbi,mz.296.06595500000003,6,0.18594062,0.18594062
Dbi,mz.592.0904700000001,6,0.18593511,0.18593511
Ttc9b,mz.298.065095,6,-0.18583852,0.18583852
Sox11,mz.259.113915,6,0.18535663,0.18535663
Ptgds,mz.516.190135,6,0.18504892,0.18504892
Efhd2,mz.259.113915,6,-0.18482459,0.18482459
Sncb,mz.259.11330999999996,6,-0.1845001,0.1845001
Ppp3ca,mz.281.09517,6,-0.1844806,0.1844806
