gene,msi,component,r,r_abs
Tac1,mz.863.68026,7,0.33527556,0.33527556
Adcy5,mz.762.473255,7,0.33522016,0.33522016
Gng7,mz.863.68026,7,0.33512563,0.33512563
Ppp1r1b,mz.540.910025,7,0.33508098,0.33508098
Olfm1,mz.217.9387,7,-0.33499205,0.33499205
Rasd2,mz.762.473255,7,0.33496678,0.33496678
Rasd2,mz.203.932345,7,0.33400837,0.33400837
Ppp1r1b,mz.395.913475,7,0.3339981,0.3339981
Pde10a,mz.203.930065,7,0.33395684,0.33395684
Syndig1l,mz.837.66747,7,0.3338465,0.3338465
Rasd2,mz.393.91748,7,0.33379722,0.33379722
Ppp1r1b,mz.203.930065,7,0.33375233,0.33375233
Rgs9,mz.366.89971,7,0.33362517,0.33362517
Meis2,mz.222.02953,7,0.3332792,0.3332792
Mef2c,mz.222.02953,7,-0.33302242,0.33302242
Rgs9,mz.403.84944,7,0.33268422,0.33268422
Ppp1r1b,mz.219.93651,7,0.3318746,0.3318746
Gpr88,mz.838.67165,7,0.33185738,0.33185738
Pde10a,mz.540.910025,7,0.3318317,0.3318317
Syndig1l,mz.348.92984,7,0.33177564,0.33177564
Pcp4,mz.203.93285500000002,7,0.3315335,0.3315335
Gpr88,mz.332.95589,7,0.33149597,0.33149597
Meis2,mz.240.123325,7,0.33145738,0.33145738
Gng7,mz.384.99937,7,0.33120787,0.33120787
Pcp4,mz.837.66747,7,0.33112726,0.33112726
Pcp4,mz.585.893825,7,0.33108452,0.33108452
Pcp4,mz.377.941235,7,0.3309707,0.3309707
Syndig1l,mz.348.93134,7,0.33093712,0.33093712
Inf2,mz.348.92861500000004,7,0.3307149,0.3307149
Mef2c,mz.241.12645,7,-0.33066225,0.33066225
Arpp21,mz.348.92861500000004,7,0.33036125,0.33036125
Gpr88,mz.203.93285500000002,7,0.3300697,0.3300697
Cck,mz.217.9387,7,-0.3299819,0.3299819
Cck,mz.762.473255,7,-0.32992962,0.32992962
Pcp4l1,mz.762.473255,7,0.3296376,0.3296376
