gene,w,component,w_abs
Pcp4,0.1136309,0,0.1136309
Cdr1os,-0.08679343,0,0.08679343
Penk,0.084945366,0,0.084945366
Pde1b,0.0848174,0,0.0848174
Gpr88,0.07465926,0,0.07465926
Rgs9,0.07046128,0,0.07046128
Ppp1r1b,0.067173615,0,0.067173615
Cck,-0.06707998,0,0.06707998
Vip,-0.067049265,0,0.067049265
Adcy5,0.064515755,0,0.064515755
Inf2,0.059505392,0,0.059505392
Rasd2,0.059222024,0,0.059222024
Lamp5,-0.05842748,0,0.05842748
Adora2a,0.057516802,0,0.057516802
Plp1,0.056532085,0,0.056532085
Mef2c,-0.055023246,0,0.055023246
Bcl11b,0.05479676,0,0.05479676
Scn4b,0.053950183,0,0.053950183
Pde10a,0.053938452,0,0.053938452
Hpca,0.05358533,0,0.05358533
Drd2,0.050894205,0,0.050894205
Pcp4l1,0.050634123,0,0.050634123
Syndig1l,0.0506059,0,0.0506059
Arpp21,0.04898945,0,0.04898945
Pvalb,-0.046503857,0,0.046503857
Olfm1,-0.046442248,0,0.046442248
Drd1,0.046357695,0,0.046357695
Rxrg,0.04628832,0,0.04628832
Tac1,0.045780443,0,0.045780443
Gng7,0.045505073,0,0.045505073
Spock3,0.04489881,0,0.04489881
Foxp1,0.044619326,0,0.044619326
Mobp,0.043462444,0,0.043462444
Kcnab1,0.0423968,0,0.0423968
Six3,0.04179458,0,0.04179458
Adcy1,-0.040283132,0,0.040283132
Necab2,0.039537758,0,0.039537758
Crym,0.0394754,0,0.0394754
Slc17a7,-0.039447613,0,0.039447613
Meis2,0.039283726,0,0.039283726
Ogn,-0.038605962,0,0.038605962
Mal,0.03828025,0,0.03828025
Maf,-0.037966214,0,0.037966214
Cryab,0.037253153,0,0.037253153
Efnb3,0.03724157,0,0.03724157
Nnat,0.036846224,0,0.036846224
Shank1,-0.036599427,0,0.036599427
Col1a2,-0.036312547,0,0.036312547
Nr4a2,0.03594765,0,0.03594765
Stmn4,0.03495028,0,0.03495028
Ryr3,0.034555722,0,0.034555722
Aplp1,0.033542447,0,0.033542447
Parp9,-0.03341781,0,0.03341781
Hbb-bs,-0.033137638,0,0.033137638
Nptxr,-0.033091974,0,0.033091974
Dach1,0.032865226,0,0.032865226
Apod,0.03278558,0,0.03278558
Nexn,0.03274548,0,0.03274548
Ppp3ca,0.0326075,0,0.0326075
Tgfa,0.032373745,0,0.032373745
Klhl13,0.032081414,0,0.032081414
Unc13c,0.03131052,0,0.03131052
Hba-a2,-0.03094422,0,0.03094422
Vamp1,-0.030888163,0,0.030888163
Cldn11,0.030876499,0,0.030876499
Igfbp4,-0.030791063,0,0.030791063
Sncb,-0.030738164,0,0.030738164
mt-Nd4,-0.030650578,0,0.030650578
Lrrc10b,0.030461807,0,0.030461807
Mgp,-0.029122531,0,0.029122531
Slc30a3,-0.028144855,0,0.028144855
Zbtb20,0.02800021,0,0.02800021
Desi1,0.027751608,0,0.027751608
Hba-a1,-0.027611285,0,0.027611285
Trf,0.02716912,0,0.02716912
Syt6,0.026826698,0,0.026826698
Trip13,-0.026477383,0,0.026477383
Tmem88b,0.02642176,0,0.02642176
Pkp4,0.026153807,0,0.026153807
Mbp,0.02603239,0,0.02603239
Pdyn,0.025833728,0,0.025833728
Foxo1,0.025809934,0,0.025809934
Scn1b,-0.025753815,0,0.025753815
Calb1,0.025658997,0,0.025658997
Gpr83,0.025460346,0,0.025460346
Kndc1,-0.025154928,0,0.025154928
Hbb-bt,-0.024250953,0,0.024250953
Gm35552,-0.024154738,0,0.024154738
Zfhx3,0.023516646,0,0.023516646
Cnp,0.023324495,0,0.023324495
Bin1,0.022998728,0,0.022998728
Gpr6,0.022877721,0,0.022877721
Lama3,-0.022360286,0,0.022360286
Abca2,0.021955147,0,0.021955147
9430037G07Rik,-0.021451449,0,0.021451449
Gm10827,0.02143303,0,0.02143303
S100a13,0.021283988,0,0.021283988
Kazn,0.021009458,0,0.021009458
Dgkb,0.020232271,0,0.020232271
Carhsp1,0.020211617,0,0.020211617
Dok6,-0.02009056,0,0.02009056
Pde4d,-0.019788614,0,0.019788614
Eml1,0.019213054,0,0.019213054
Sh3gl3,0.019066062,0,0.019066062
Homez,-0.018822627,0,0.018822627
Adgra3,-0.01880662,0,0.01880662
Wscd1,0.01853864,0,0.01853864
Gm42418,-0.018326823,0,0.018326823
Prlr,-0.018281288,0,0.018281288
C1qb,0.01755788,0,0.01755788
Cacng4,0.017449476,0,0.017449476
Gm31218,-0.017316304,0,0.017316304
Pbx3,0.017217161,0,0.017217161
Sgk1,0.017025944,0,0.017025944
Prr18,0.01679746,0,0.01679746
Enpp4,0.016787129,0,0.016787129
Efhd2,-0.016763851,0,0.016763851
Piwil2,-0.016710157,0,0.016710157
Csrnp1,-0.016572347,0,0.016572347
Lpl,0.016190525,0,0.016190525
Opalin,0.016053386,0,0.016053386
Rnpepl1,0.016002025,0,0.016002025
6330403L08Rik,-0.015968673,0,0.015968673
Plekhg3,0.015831543,0,0.015831543
Tcea3,-0.0155661665,0,0.0155661665
Mtbp,-0.015411354,0,0.015411354
Pard3,0.015282045,0,0.015282045
Alx4,-0.015083624,0,0.015083624
Rnf13,0.015046249,0,0.015046249
Gcc2,-0.014510131,0,0.014510131
Pabpc5,-0.014217407,0,0.014217407
Dbndd2,0.014177911,0,0.014177911
Igfbp2,-0.013853335,0,0.013853335
Rims1,-0.0138512505,0,0.0138512505
Ccn3,-0.013746944,0,0.013746944
Slc38a2,-0.013649694,0,0.013649694
Phgdh,0.013647344,0,0.013647344
Gm20751,-0.013619839,0,0.013619839
Asf1b,-0.013513662,0,0.013513662
Ftl1,0.013486795,0,0.013486795
Wfs1,0.013417688,0,0.013417688
Qdpr,0.01334306,0,0.01334306
Snhg5,0.01301666,0,0.01301666
Arhgef15,0.012925085,0,0.012925085
2900060B14Rik,0.012826333,0,0.012826333
Ephb1,0.01278774,0,0.01278774
Cdr2l,-0.012763931,0,0.012763931
Gadd45g,-0.0127129145,0,0.0127129145
Cd74,-0.012615914,0,0.012615914
Hist1h2ae,-0.0125743095,0,0.0125743095
Gm20594,-0.012406595,0,0.012406595
Fth1,0.012064399,0,0.012064399
Sox2ot,0.011869889,0,0.011869889
Spr,0.011801845,0,0.011801845
Gm13861,-0.011757447,0,0.011757447
Vxn,-0.0117129935,0,0.0117129935
Pakap,-0.011182671,0,0.011182671
Myb,-0.010966452,0,0.010966452
Arhgap5,-0.010887154,0,0.010887154
Vtn,0.010807656,0,0.010807656
Sowahc,-0.010786807,0,0.010786807
Evi2a,0.010688096,0,0.010688096
Dtx3l,-0.009996055,0,0.009996055
9930111J21Rik2,-0.00989966,0,0.00989966
Rlim,-0.009829517,0,0.009829517
Cys1,-0.009735616,0,0.009735616
Ubxn1,0.009264528,0,0.009264528
Gjc2,0.009200707,0,0.009200707
Sult1a1,-0.009191144,0,0.009191144
Gna12,0.009076407,0,0.009076407
Lipe,0.009012406,0,0.009012406
Tppp,-0.008820665,0,0.008820665
Dusp26,0.008783821,0,0.008783821
Lrrc1,0.00877141,0,0.00877141
Dnajb2,0.008768908,0,0.008768908
Hist1h2bc,0.008630982,0,0.008630982
Sec14l5,0.008585435,0,0.008585435
Ascc3,0.008498438,0,0.008498438
Ankrd13a,0.008495827,0,0.008495827
Tmem212,-0.008463383,0,0.008463383
Rhou,0.008355491,0,0.008355491
Aebp1,-0.00833858,0,0.00833858
Cnr1,0.008125985,0,0.008125985
Chid1,0.007992096,0,0.007992096
Setbp1,-0.007988425,0,0.007988425
Utp23,0.007944228,0,0.007944228
Il1r2,-0.007889437,0,0.007889437
1700047M11Rik,0.007873928,0,0.007873928
Syf2,0.007862547,0,0.007862547
Lpin3,-0.007810839,0,0.007810839
Shtn1,0.007735433,0,0.007735433
Ccn2,0.0076772305,0,0.0076772305
Plag1,-0.007649212,0,0.007649212
Lhfpl5,-0.0076056616,0,0.0076056616
Aox4,-0.007389704,0,0.007389704
Emx1,-0.007371986,0,0.007371986
Retreg3,0.007321092,0,0.007321092
Il33,0.007229426,0,0.007229426
Zfp524,0.0071116444,0,0.0071116444
Csrp1,0.007104582,0,0.007104582
Galnt6,0.0070598796,0,0.0070598796
Lst1,0.007029104,0,0.007029104
Bcas1,0.006943196,0,0.006943196
Zfp97,-0.0069188257,0,0.0069188257
Il1rap,-0.0068869716,0,0.0068869716
Nsa2,0.0068129227,0,0.0068129227
Ccbe1,-0.006743252,0,0.006743252
Islr,-0.0065502548,0,0.0065502548
Mid1,0.006512744,0,0.006512744
Prdx1,0.0064466563,0,0.0064466563
Hhip,0.0061850767,0,0.0061850767
Sv2b,-0.006159918,0,0.006159918
Myoc,-0.0060051368,0,0.0060051368
Ttyh2,0.005984384,0,0.005984384
Zswim6,0.005979747,0,0.005979747
Phldb1,0.005944123,0,0.005944123
Ppdpf,0.0059270845,0,0.0059270845
Spag1,-0.0059015267,0,0.0059015267
Pllp,0.005900536,0,0.005900536
Elf1,-0.0058572507,0,0.0058572507
Cplx3,0.005781689,0,0.005781689
Scaper,0.005765162,0,0.005765162
Scube3,0.005762838,0,0.005762838
Tacr1,0.0057000993,0,0.0057000993
Syngr2,0.005697115,0,0.005697115
Glmp,0.005640433,0,0.005640433
Ehd1,0.005557725,0,0.005557725
Tulp3,-0.0055553582,0,0.0055553582
Cpox,0.005515365,0,0.005515365
Gbp6,-0.0055069607,0,0.0055069607
Gpr156,-0.0054669003,0,0.0054669003
Kcnj10,-0.005406881,0,0.005406881
Gatm,0.005393738,0,0.005393738
Ipcef1,-0.005347091,0,0.005347091
Cers2,0.0052756984,0,0.0052756984
Jam3,0.0051883073,0,0.0051883073
Prkcq,0.0051785535,0,0.0051785535
Ptprb,0.005143225,0,0.005143225
Nmral1,0.005137886,0,0.005137886
Gm5141,0.0051276716,0,0.0051276716
Dixdc1,0.0051140212,0,0.0051140212
Erbin,0.005096726,0,0.005096726
Olig1,0.0050908695,0,0.0050908695
Igf2,-0.0050464654,0,0.0050464654
Manba,-0.005038421,0,0.005038421
Rnase6,-0.0050328244,0,0.0050328244
Plekhb1,0.0050111027,0,0.0050111027
Anp32b,0.005005967,0,0.005005967
Fndc10,-0.0049743014,0,0.0049743014
Mylk,-0.0049669016,0,0.0049669016
Tspan2,0.0049482794,0,0.0049482794
Gm12522,-0.004922989,0,0.004922989
Homer2,-0.0049201185,0,0.0049201185
Alyref,0.0048846863,0,0.0048846863
Ncald,-0.0048725978,0,0.0048725978
Edn3,-0.004864587,0,0.004864587
Fbxo32,0.004848335,0,0.004848335
Calml4,-0.0048434306,0,0.0048434306
Dip2a,-0.0048241457,0,0.0048241457
Ppp1r14a,0.0048025427,0,0.0048025427
Unc5b,0.004793536,0,0.004793536
Pik3c2b,0.0047834087,0,0.0047834087
Grm3,0.0047769425,0,0.0047769425
Thoc2,0.0047404966,0,0.0047404966
Atp1a2,-0.004719856,0,0.004719856
Sox11,0.004577045,0,0.004577045
Gpsm2,0.0045249215,0,0.0045249215
Hs3st4,0.004452796,0,0.004452796
Nectin1,-0.004368609,0,0.004368609
Prr5l,0.0043244185,0,0.0043244185
Slfn5,-0.0042988774,0,0.0042988774
Aldh6a1,-0.0042701596,0,0.0042701596
Mog,0.004243706,0,0.004243706
Tbc1d16,0.00423874,0,0.00423874
Taf13,0.004214103,0,0.004214103
Cpm,0.00420774,0,0.00420774
Hmgn2,0.004207713,0,0.004207713
Sirt2,0.0041921563,0,0.0041921563
Josd2,0.0041384557,0,0.0041384557
Car14,0.004111863,0,0.004111863
Sema6a,0.0041110665,0,0.0041110665
Map4k4,0.0040872986,0,0.0040872986
Ippk,0.004082393,0,0.004082393
Krr1,-0.004062645,0,0.004062645
Pnp2,0.004019287,0,0.004019287
Ndrg1,0.0040059984,0,0.0040059984
Tigd3,-0.003939875,0,0.003939875
1110059E24Rik,0.0039327824,0,0.0039327824
Nkx2-2,0.00391866,0,0.00391866
Npc2,0.0038963777,0,0.0038963777
Irf2bp1,-0.0038846107,0,0.0038846107
S100a9,-0.0038729988,0,0.0038729988
Tent5c,-0.0038621891,0,0.0038621891
Npc1,0.003813571,0,0.003813571
Ptpn18,0.003801145,0,0.003801145
CAAA01118383.1,0.0037854707,0,0.0037854707
Tal1,-0.0037458532,0,0.0037458532
Ttf2,-0.0037408515,0,0.0037408515
8430426J06Rik,-0.0037267865,0,0.0037267865
Rab11fip3,-0.0036788506,0,0.0036788506
Fuca1,0.0036578656,0,0.0036578656
Fam160b2,0.003647269,0,0.003647269
Apobec1,-0.003616395,0,0.003616395
Ptpn22,-0.0036100498,0,0.0036100498
Taldo1,0.0036083139,0,0.0036083139
Cyp2s1,0.0036058126,0,0.0036058126
Itpk1,0.0035881973,0,0.0035881973
P2ry13,0.003576785,0,0.003576785
Chrnb3,-0.003569462,0,0.003569462
Cystm1,0.0035446696,0,0.0035446696
Tst,-0.00347845,0,0.00347845
Gstp1,0.0034706953,0,0.0034706953
Prr12,0.0034655547,0,0.0034655547
Nt5c3b,0.0034631367,0,0.0034631367
Shc1,-0.003437461,0,0.003437461
Zeb2,-0.0034355952,0,0.0034355952
Fam183b,-0.0034009458,0,0.0034009458
Chmp7,0.0033909716,0,0.0033909716
Sema4d,0.0033221112,0,0.0033221112
Nfkbia,-0.0033154492,0,0.0033154492
Npy,-0.0032646814,0,0.0032646814
Aspa,0.0032460804,0,0.0032460804
Ccnb1,-0.0032454615,0,0.0032454615
Gm9899,-0.0032414533,0,0.0032414533
Fbln2,0.0032401795,0,0.0032401795
Txnip,-0.0032343112,0,0.0032343112
Gstm1,0.0031905954,0,0.0031905954
Ecrg4,-0.0031856478,0,0.0031856478
Gjb1,0.0030957016,0,0.0030957016
Pdlim2,0.0030453054,0,0.0030453054
Enpp2,0.0030279271,0,0.0030279271
Gm32014,-0.0030256566,0,0.0030256566
Nxph3,0.0030223127,0,0.0030223127
Epor,0.0030067603,0,0.0030067603
Mag,0.0030064418,0,0.0030064418
Gamt,0.003006389,0,0.003006389
Cdhr3,-0.0029962766,0,0.0029962766
Rab33b,0.0029951276,0,0.0029951276
Ermn,0.0029886959,0,0.0029886959
Svbp,0.0029793298,0,0.0029793298
Adipor2,0.0029681881,0,0.0029681881
Gm15478,-0.0029509235,0,0.0029509235
4930558K02Rik,-0.0029424238,0,0.0029424238
Wdr53,0.002942157,0,0.002942157
Mthfsl,-0.0029058643,0,0.0029058643
Mtmr10,0.0028843372,0,0.0028843372
Gm4491,-0.0028336274,0,0.0028336274
Gclm,0.0028111811,0,0.0028111811
Gcnt2,0.0027811655,0,0.0027811655
3110040N11Rik,0.0027678113,0,0.0027678113
Eloa,-0.0027441757,0,0.0027441757
Lpar1,0.0027361098,0,0.0027361098
Rhog,0.0027315526,0,0.0027315526
Gm40576,-0.0027218251,0,0.0027218251
Cenpq,-0.0026914808,0,0.0026914808
Agap1,0.002669633,0,0.002669633
Adap2,0.0026618338,0,0.0026618338
Car2,0.002651116,0,0.002651116
Gatad2a,-0.002632557,0,0.002632557
Dnm2,0.0025949576,0,0.0025949576
Mrps15,0.0025506725,0,0.0025506725
Slc30a4,-0.0025345045,0,0.0025345045
Ell2,0.0025239335,0,0.0025239335
Hat1,0.0025230355,0,0.0025230355
1700012B09Rik,-0.0025130538,0,0.0025130538
Megf10,0.0025080892,0,0.0025080892
Rrbp1,0.0024957845,0,0.0024957845
BC005561,-0.0024701308,0,0.0024701308
Zc3h8,0.0024687056,0,0.0024687056
Emx2os,-0.0024646078,0,0.0024646078
Trpc3,-0.002436395,0,0.002436395
Ado,0.0024346642,0,0.0024346642
Shroom4,-0.0024146002,0,0.0024146002
Gm32618,-0.002384552,0,0.002384552
5031439G07Rik,0.0023689594,0,0.0023689594
Hist1h1b,-0.002348241,0,0.002348241
Frem1,-0.002347033,0,0.002347033
Gm36988,-0.0023440828,0,0.0023440828
Slc25a10,0.002332848,0,0.002332848
Spg20,0.0023323798,0,0.0023323798
Ctsk,-0.0023308247,0,0.0023308247
Stoml3,-0.0023174505,0,0.0023174505
Myo1d,0.00230636,0,0.00230636
Ctf1,-0.0022997297,0,0.0022997297
Eya1,-0.002292745,0,0.002292745
Pibf1,-0.002291086,0,0.002291086
Cep97,-0.002280005,0,0.002280005
2810468N07Rik,0.0022669893,0,0.0022669893
Ankrd10,-0.00225901,0,0.00225901
Tpm4,-0.0022433323,0,0.0022433323
Zeb1,0.002222469,0,0.002222469
Mta3,0.0021641168,0,0.0021641168
Srcin1,0.0021316553,0,0.0021316553
Appl2,-0.002106936,0,0.002106936
Plxnb1,0.0020943629,0,0.0020943629
Alkal2,-0.0020891775,0,0.0020891775
Gm13293,0.002035988,0,0.002035988
Bace1,0.0020240007,0,0.0020240007
Acvr1c,0.0020127168,0,0.0020127168
Skint8,-0.002010759,0,0.002010759
Cnga2,-0.002006779,0,0.002006779
Psat1,0.0019850393,0,0.0019850393
Plekhh1,0.0019715845,0,0.0019715845
Slc39a8,-0.0019712595,0,0.0019712595
Fam234a,0.001967931,0,0.001967931
Ptprn2,-0.0019672208,0,0.0019672208
Cpq,-0.0019451231,0,0.0019451231
Maff,-0.0019405548,0,0.0019405548
Fads6,0.0019267787,0,0.0019267787
Tab3,-0.0019263229,0,0.0019263229
Spocd1,-0.0019222355,0,0.0019222355
S100a16,0.0019153641,0,0.0019153641
Gimap4,-0.0019039463,0,0.0019039463
Acsf3,0.00188933,0,0.00188933
Anxa3,-0.0018876579,0,0.0018876579
Sox10,0.0018839869,0,0.0018839869
Ppl,-0.0018828048,0,0.0018828048
Adamts4,0.0018774141,0,0.0018774141
Gsn,0.0018724863,0,0.0018724863
Agpat4,0.0018563989,0,0.0018563989
Mipol1,0.0018538841,0,0.0018538841
Drc1,0.0018506541,0,0.0018506541
C030029H02Rik,0.0018419067,0,0.0018419067
Tsc22d4,0.0018165122,0,0.0018165122
Rasal3,0.0018087073,0,0.0018087073
Tent4a,-0.0018011832,0,0.0018011832
Tns2,0.0017980495,0,0.0017980495
Slc6a13,-0.0017944959,0,0.0017944959
S100a6,-0.0017889735,0,0.0017889735
Gm49685,-0.0017815562,0,0.0017815562
Cd209f,-0.0017622798,0,0.0017622798
Ascl1,-0.0017588981,0,0.0017588981
Tmem141,-0.0017534136,0,0.0017534136
Notch2,-0.0017508875,0,0.0017508875
Sox2,-0.0017502422,0,0.0017502422
Ngdn,-0.0017487776,0,0.0017487776
Ebf1,0.0017476337,0,0.0017476337
Ttc7,0.001729308,0,0.001729308
Cnppd1,0.0016895885,0,0.0016895885
Baz2b,-0.001679173,0,0.001679173
Bco2,0.0016774416,0,0.0016774416
Tbc1d17,0.0016759868,0,0.0016759868
Ppp2r3a,0.0016749753,0,0.0016749753
Gng12,0.0016722166,0,0.0016722166
Gm12689,-0.0016694415,0,0.0016694415
Zcchc24,0.0016616564,0,0.0016616564
Taf4b,-0.0016507517,0,0.0016507517
Bpgm,0.0016477888,0,0.0016477888
Tle3,0.0016433799,0,0.0016433799
2410080I02Rik,0.0016350509,0,0.0016350509
Gltp,0.001631306,0,0.001631306
Nhsl2,0.0016294937,0,0.0016294937
Ick,0.0016245202,0,0.0016245202
Micall1,0.0016227796,0,0.0016227796
Otud7b,0.0016078651,0,0.0016078651
Sln,-0.0016070665,0,0.0016070665
C1ql1,0.0016028495,0,0.0016028495
Plin4,-0.0016008652,0,0.0016008652
C1qc,0.0015765546,0,0.0015765546
Pak7,-0.0015734613,0,0.0015734613
Gm10644,-0.0015692938,0,0.0015692938
Cdc42ep2,0.0015688374,0,0.0015688374
2810405F17Rik,0.0015505794,0,0.0015505794
Xkr6,0.0015431645,0,0.0015431645
Lman1,0.0015386922,0,0.0015386922
2410006H16Rik,0.0015370493,0,0.0015370493
Trp53i13,-0.0015369809,0,0.0015369809
1190005I06Rik,0.0015233523,0,0.0015233523
Gm49322,0.0015190786,0,0.0015190786
Arrdc2,0.0015101469,0,0.0015101469
Gm38115,-0.0015068233,0,0.0015068233
Clasrp,0.0015038662,0,0.0015038662
Sec11c,0.0014865153,0,0.0014865153
Mthfd2,0.0014651052,0,0.0014651052
Rasgrp3,-0.0014623016,0,0.0014623016
Cript,0.0014572598,0,0.0014572598
Rassf1,0.0014546504,0,0.0014546504
Pcsk9,-0.0014532468,0,0.0014532468
Hes5,0.0014526936,0,0.0014526936
Lacc1,-0.0014461982,0,0.0014461982
Emilin2,0.0014443273,0,0.0014443273
Gstk1,0.0014349426,0,0.0014349426
Tprkb,0.0014346095,0,0.0014346095
AI506816,-0.0014333195,0,0.0014333195
Prr16,-0.0014198276,0,0.0014198276
Bmp4,-0.0014182735,0,0.0014182735
Zfhx2os,-0.0014118096,0,0.0014118096
Sspn,0.0014093126,0,0.0014093126
Ppp1r16b,0.0014083826,0,0.0014083826
Gm26788,0.0014030944,0,0.0014030944
Gstm7,0.0014008561,0,0.0014008561
Dbi,0.001389787,0,0.001389787
Sept4,0.0013875518,0,0.0013875518
Ccdc173,-0.0013866883,0,0.0013866883
Hhex,0.0013850539,0,0.0013850539
Rpl22,0.0013840427,0,0.0013840427
Pigyl,0.001381918,0,0.001381918
Gm4419,0.001379965,0,0.001379965
Prdm9,0.0013764525,0,0.0013764525
Zfp623,0.0013691375,0,0.0013691375
Zfp512,-0.0013669574,0,0.0013669574
Tmem202,-0.0013620559,0,0.0013620559
Gpr182,-0.0013502383,0,0.0013502383
AW047730,0.0013415135,0,0.0013415135
Zfp764,0.0013356481,0,0.0013356481
Rcbtb1,0.0013335804,0,0.0013335804
Slc2a1,-0.0013283012,0,0.0013283012
Arsi,-0.0013276086,0,0.0013276086
Mmut,0.0013265404,0,0.0013265404
Clec5a,0.0013254692,0,0.0013254692
Polr3b,0.0013222825,0,0.0013222825
Ddc,-0.0013216354,0,0.0013216354
Tmem74,-0.0013162191,0,0.0013162191
Galnt4,0.0013161404,0,0.0013161404
Gstm5,0.0013094482,0,0.0013094482
Egfr,-0.001306663,0,0.001306663
Cntn2,0.0013014168,0,0.0013014168
Mapt,0.0013003823,0,0.0013003823
Stk16,0.0013003333,0,0.0013003333
Cenpb,0.0012942343,0,0.0012942343
Rell1,-0.0012939599,0,0.0012939599
Plaat3,0.0012871901,0,0.0012871901
Tmeff2,0.0012869244,0,0.0012869244
Ptp4a3,0.0012868281,0,0.0012868281
Ly6g6f,0.0012861412,0,0.0012861412
2310034G01Rik,-0.00128229,0,0.00128229
St18,0.0012815893,0,0.0012815893
Ldlrad3,0.0012791323,0,0.0012791323
0610010K14Rik,0.0012769356,0,0.0012769356
Cdc5l,0.0012764313,0,0.0012764313
Mustn1,-0.0012708603,0,0.0012708603
Cd82,0.0012698624,0,0.0012698624
Cartpt,0.0012693692,0,0.0012693692
Tubb4a,0.0012692764,0,0.0012692764
P2rx7,-0.0012683981,0,0.0012683981
Csf1r,0.0012640917,0,0.0012640917
Rprm,0.0012608307,0,0.0012608307
Neo1,0.0012521459,0,0.0012521459
Pdgfa,0.0012495576,0,0.0012495576
Phldb2,-0.0012491402,0,0.0012491402
Elp6,0.0012416448,0,0.0012416448
Fgfr2,0.0012414427,0,0.0012414427
Osmr,-0.0012399618,0,0.0012399618
Kap,-0.0012381426,0,0.0012381426
Nhej1,0.0012364628,0,0.0012364628
Chmp5,0.0012354744,0,0.0012354744
Slc12a2,0.0012320154,0,0.0012320154
Sympk,0.0012299609,0,0.0012299609
Tram2,-0.001229703,0,0.001229703
Gab1,0.0012289042,0,0.0012289042
Aqp5,-0.0012244404,0,0.0012244404
Creb3l2,-0.0012223949,0,0.0012223949
Pacs2,0.0012176427,0,0.0012176427
Tmem151a,0.0012166036,0,0.0012166036
Gng5,0.0012122486,0,0.0012122486
Aif1l,0.0012094388,0,0.0012094388
Aip,-0.0012064783,0,0.0012064783
Grb14,0.0011990651,0,0.0011990651
Cldnd1,-0.0011987145,0,0.0011987145
Kcna6,0.0011977535,0,0.0011977535
4921536K21Rik,-0.0011973015,0,0.0011973015
Pcdh20,-0.0011841623,0,0.0011841623
Adgrv1,-0.0011832684,0,0.0011832684
Zfp213,0.0011810422,0,0.0011810422
Smim20,0.0011723526,0,0.0011723526
D16Ertd472e,0.0011577841,0,0.0011577841
Traf6,0.0011572712,0,0.0011572712
Gpatch2l,0.001157142,0,0.001157142
Ccp110,-0.0011411348,0,0.0011411348
Olfml1,0.001136133,0,0.001136133
Zfp474,-0.001135617,0,0.001135617
Nacc2,0.0011342578,0,0.0011342578
Pus7,0.0011310484,0,0.0011310484
Ccl4,-0.0011257849,0,0.0011257849
Arhgef28,0.0011223755,0,0.0011223755
Elmod2,0.0011213601,0,0.0011213601
Sik2,0.001120671,0,0.001120671
Gnai2,0.0011179338,0,0.0011179338
Hapln1,-0.0011101672,0,0.0011101672
Trim13,0.001109092,0,0.001109092
Efr3a,-0.0011084767,0,0.0011084767
Gm26737,-0.001108444,0,0.001108444
Sell,0.0011063191,0,0.0011063191
Gjc3,0.0010965196,0,0.0010965196
Eef1d,0.0010956761,0,0.0010956761
Foxj2,0.0010913704,0,0.0010913704
Nipal4,0.0010902161,0,0.0010902161
Pex5l,-0.0010837859,0,0.0010837859
Timp3,-0.0010778258,0,0.0010778258
Gm16499-1,-0.0010776565,0,0.0010776565
Lgi4,0.001075227,0,0.001075227
Stx2,0.0010593842,0,0.0010593842
Pip4k2a,0.0010573312,0,0.0010573312
Cdyl,-0.0010556935,0,0.0010556935
Stat5a,-0.0010555468,0,0.0010555468
Klf4,-0.0010535188,0,0.0010535188
H2-Ob,0.0010282251,0,0.0010282251
Frrs1,0.0010274253,0,0.0010274253
Vav1,0.0010252098,0,0.0010252098
Ikzf1,0.00102498,0,0.00102498
Stard6,0.0010239995,0,0.0010239995
Litaf,0.0010232226,0,0.0010232226
1500015A07Rik,-0.0010198618,0,0.0010198618
Meg3,-0.0010166565,0,0.0010166565
Bfsp2,0.0010150145,0,0.0010150145
Amer2,0.0010129939,0,0.0010129939
Cib2,-0.0010115339,0,0.0010115339
Zdhhc9,0.0010085116,0,0.0010085116
Npat,0.001006694,0,0.001006694
Plbd1,-0.0010063829,0,0.0010063829
Pnmt,0.0010052266,0,0.0010052266
Gm17655,0.0009996444,0,0.0009996444
Gprc5b,0.000999099,0,0.000999099
1700056E22Rik,-0.0009980799,0,0.0009980799
Pgpep1,0.0009927631,0,0.0009927631
Coro7,0.0009888365,0,0.0009888365
Ciao2b,0.0009860955,0,0.0009860955
Nde1,0.0009846734,0,0.0009846734
U2af1,0.000984342,0,0.000984342
Gm26801,-0.0009821138,0,0.0009821138
Plcl1,0.0009819699,0,0.0009819699
A730056A06Rik,0.0009805097,0,0.0009805097
Spry1,0.00097542425,0,0.00097542425
Kctd13,0.0009731084,0,0.0009731084
Rexo5,0.00097122556,0,0.00097122556
Ccl3,-0.0009700873,0,0.0009700873
Olfr316,0.0009654966,0,0.0009654966
Id4,0.0009638685,0,0.0009638685
Plcb2,-0.0009632489,0,0.0009632489
Nkx2-9,-0.00096116815,0,0.00096116815
Cmtm8,0.0009605258,0,0.0009605258
Ptprd,-0.00095760927,0,0.00095760927
Gm33727,0.00095425453,0,0.00095425453
Zfp677,0.00095132575,0,0.00095132575
1700034H15Rik,-0.0009511677,0,0.0009511677
Aph1b,-0.00095042225,0,0.00095042225
Plekha5,0.00094993814,0,0.00094993814
Pi16,-0.0009498224,0,0.0009498224
Dusp14,-0.0009476535,0,0.0009476535
BB031773,-0.0009468184,0,0.0009468184
Gm40578,-0.0009400016,0,0.0009400016
Fam53b,0.00093979214,0,0.00093979214
Cmtm5,0.0009376045,0,0.0009376045
Myo18b,-0.0009345267,0,0.0009345267
Map7,0.000933284,0,0.000933284
5430402O13Rik,0.0009323105,0,0.0009323105
Kat6a,-0.0009251373,0,0.0009251373
Gpr37,0.00091553153,0,0.00091553153
Tdrd3,-0.0009123564,0,0.0009123564
