msi,w,component,w_abs
mz.430.03921,-0.08151294,1,0.08151294
mz.364.063295,-0.08146275,1,0.08146275
mz.586.027285,0.081449635,1,0.081449635
mz.270.11965,-0.081424184,1,0.081424184
mz.364.066415,-0.081383474,1,0.081383474
mz.665.122635,-0.08138043,1,0.08138043
mz.772.47103,0.081362106,1,0.081362106
mz.214.99563,-0.08133967,1,0.08133967
mz.740.42345,0.08119949,1,0.08119949
mz.949.9452550000001,0.08117302,1,0.08117302
mz.594.92839,-0.080992736,1,0.080992736
mz.500.05575,-0.08091012,1,0.08091012
mz.650.1031350000001,-0.08081903,1,0.08081903
mz.757.49397,0.080778845,1,0.080778845
mz.579.203295,0.08077129,1,0.08077129
mz.847.78016,-0.080723085,1,0.080723085
mz.284.07676,0.0806825,1,0.0806825
mz.192.985715,0.08066797,1,0.08066797
mz.251.94351,-0.08061096,1,0.08061096
mz.858.031125,-0.08049842,1,0.08049842
mz.443.061435,0.08045047,1,0.08045047
mz.651.112175,0.08042975,1,0.08042975
mz.253.96550000000002,-0.08038615,1,0.08038615
mz.585.893825,-0.08022665,1,0.08022665
mz.870.465665,0.080153525,1,0.080153525
mz.499.00139,0.080017515,1,0.080017515
mz.787.54198,0.079965524,1,0.079965524
mz.351.08903999999995,-0.079827875,1,0.079827875
mz.634.6094250000001,0.07970126,1,0.07970126
mz.458.11715,-0.079689264,1,0.079689264
mz.975.83726,-0.07925122,1,0.07925122
mz.615.911165,-0.07919668,1,0.07919668
mz.252.97081500000002,-0.07918734,1,0.07918734
mz.621.5949499999999,0.079098456,1,0.079098456
mz.744.07268,-0.07908662,1,0.07908662
mz.664.1156900000001,-0.07903863,1,0.07903863
mz.848.65543,0.07889034,1,0.07889034
mz.352.919265,-0.07881311,1,0.07881311
mz.823.64139,0.07869485,1,0.07869485
mz.241.12645,0.07848209,1,0.07848209
mz.631.19785,0.0782533,1,0.0782533
mz.205.12677000000002,0.078233294,1,0.078233294
mz.204.122975,0.07810922,1,0.07810922
mz.305.09229500000004,0.07799879,1,0.07799879
mz.666.12171,-0.07786556,1,0.07786556
mz.268.09200999999996,0.077774025,1,0.077774025
mz.368.01415,-0.07763728,1,0.07763728
mz.552.940775,0.077609934,1,0.077609934
mz.386.00021000000004,-0.07755762,1,0.07755762
mz.331.10728,0.077509284,1,0.077509284
mz.486.098695,-0.077409744,1,0.077409744
mz.664.0964200000001,-0.077363156,1,0.077363156
mz.832.6490249999999,0.07729967,1,0.07729967
mz.587.89251,-0.077294506,1,0.077294506
mz.284.075765,0.077275075,1,0.077275075
mz.614.903995,-0.07689849,1,0.07689849
mz.850.673965,0.07681851,1,0.07681851
mz.607.5055950000001,0.07668193,1,0.07668193
mz.769.48865,0.07664243,1,0.07664243
mz.428.03476,-0.07654099,1,0.07654099
mz.878.51293,0.0764273,1,0.0764273
mz.167.02229,-0.07639576,1,0.07639576
mz.791.5060800000001,0.07626883,1,0.07626883
mz.536.15229,0.076253004,1,0.076253004
mz.338.139635,0.07620687,1,0.07620687
mz.848.65059,0.075744964,1,0.075744964
mz.666.1172349999999,-0.07571866,1,0.07571866
mz.268.092975,0.07564511,1,0.07564511
mz.366.920215,-0.07545153,1,0.07545153
mz.169.076575,0.07524151,1,0.07524151
mz.464.945735,-0.07522019,1,0.07522019
mz.966.52592,0.07509007,1,0.07509007
mz.488.976725,-0.07506831,1,0.07506831
mz.162.11326,0.074913986,1,0.074913986
mz.212.85242,-0.07451507,1,0.07451507
mz.168.006295,-0.074471705,1,0.074471705
mz.185.0332,-0.07435456,1,0.07435456
mz.270.11883,-0.07429856,1,0.07429856
mz.524.051875,-0.07429522,1,0.07429522
mz.514.047615,-0.07420189,1,0.07420189
mz.409.95445,0.07419869,1,0.07419869
mz.224.10329000000002,0.07413767,1,0.07413767
mz.187.030975,-0.07393171,1,0.07393171
mz.802.1402049999999,-0.073923215,1,0.073923215
mz.518.26212,0.07392042,1,0.07392042
mz.631.615865,0.073470525,1,0.073470525
mz.789.9015449999999,-0.07302893,1,0.07302893
mz.513.955275,0.072843984,1,0.072843984
mz.218.13915,0.07269666,1,0.07269666
mz.696.084075,-0.072542,1,0.072542
mz.604.019035,-0.0725016,1,0.0725016
mz.176.05572999999998,0.072450474,1,0.072450474
mz.815.966835,-0.072446235,1,0.072446235
mz.271.123315,-0.07239024,1,0.07239024
mz.851.50162,0.07233617,1,0.07233617
mz.942.52526,0.0722487,1,0.0722487
mz.224.03377,0.0720733,1,0.0720733
mz.385.96282499999995,0.07198968,1,0.07198968
mz.296.111425,0.071872085,1,0.071872085
mz.314.96378500000003,-0.07173362,1,0.07173362
mz.384.00255000000004,-0.07167737,1,0.07167737
mz.240.09833,0.07114318,1,0.07114318
mz.792.90722,-0.07110461,1,0.07110461
mz.204.12358,0.07108132,1,0.07108132
mz.646.6058350000001,0.07107576,1,0.07107576
mz.556.88411,-0.07081816,1,0.07081816
mz.193.99796,0.07073567,1,0.07073567
mz.172.00115499999998,-0.070697494,1,0.070697494
mz.285.08011999999997,0.07067354,1,0.07067354
mz.203.22343,0.070654914,1,0.070654914
mz.337.866275,-0.07011014,1,0.07011014
mz.186.03616499999998,-0.069969796,1,0.069969796
mz.130.05041,0.06989007,1,0.06989007
mz.322.05467,-0.06988818,1,0.06988818
mz.599.9873749999999,-0.06921818,1,0.06921818
mz.667.128275,-0.06905628,1,0.06905628
mz.865.6358299999999,0.06901208,1,0.06901208
mz.851.67709,0.068902224,1,0.068902224
mz.616.90416,-0.068790086,1,0.068790086
mz.350.035205,0.06877896,1,0.06877896
mz.368.02887,0.06863264,1,0.06863264
mz.170.07992000000002,0.06835784,1,0.06835784
mz.597.926575,0.068148725,1,0.068148725
mz.171.09223,0.06766069,1,0.06766069
mz.950.575445,0.06756315,1,0.06756315
mz.197.10765,0.06754349,1,0.06754349
mz.574.285935,0.06750629,1,0.06750629
mz.284.00807499999996,0.067399256,1,0.067399256
mz.214.85039,-0.06736416,1,0.06736416
mz.598.032325,-0.06734339,1,0.06734339
mz.700.116245,-0.06731367,1,0.06731367
mz.332.09157500000003,0.06726957,1,0.06726957
mz.613.90053,-0.06720049,1,0.06720049
mz.864.685835,0.06682317,1,0.06682317
mz.294.938215,0.066730954,1,0.066730954
mz.428.03229999999996,-0.066540144,1,0.066540144
mz.169.07619,0.06644599,1,0.06644599
mz.195.09231,0.06612115,1,0.06612115
mz.270.12063,-0.065910324,1,0.065910324
mz.737.855515,0.06568818,1,0.06568818
mz.393.915395,-0.065280795,1,0.065280795
mz.435.85526,-0.06527317,1,0.06527317
mz.829.507745,0.065227434,1,0.065227434
mz.346.04489,-0.064950645,1,0.064950645
mz.390.16661999999997,0.06483414,1,0.06483414
mz.399.14144999999996,-0.06472578,1,0.06472578
mz.195.09167000000002,0.06470649,1,0.06470649
mz.214.01209999999998,-0.06446166,1,0.06446166
mz.354.33593,0.06440009,1,0.06440009
mz.437.935315,-0.06423688,1,0.06423688
mz.369.025065,0.06421281,1,0.06421281
mz.400.14049,-0.06418203,1,0.06418203
mz.622.0289399999999,-0.06414096,1,0.06414096
mz.204.226835,0.063411966,1,0.063411966
mz.808.496215,0.06338556,1,0.06338556
mz.820.452945,0.06334211,1,0.06334211
mz.520.059785,0.06319039,1,0.06319039
mz.507.999635,-0.06314316,1,0.06314316
mz.940.50647,0.06311184,1,0.06311184
mz.617.908495,-0.062924534,1,0.062924534
mz.833.654435,0.06286673,1,0.06286673
mz.759.544805,0.0627505,1,0.0627505
mz.424.14446,-0.062515646,1,0.062515646
mz.372.31005500000003,0.06223466,1,0.06223466
mz.428.00212999999997,-0.062232308,1,0.062232308
mz.214.01164,-0.062179554,1,0.062179554
mz.269.09628999999995,0.062176473,1,0.062176473
mz.236.99328500000001,0.061961662,1,0.061961662
mz.872.4870800000001,0.061912186,1,0.061912186
mz.471.99895000000004,0.061598673,1,0.061598673
mz.817.52487,0.0613975,1,0.0613975
mz.148.060995,0.061207548,1,0.061207548
mz.659.987885,0.061143417,1,0.061143417
mz.465.93002,-0.060826454,1,0.060826454
mz.268.09378000000004,0.06073622,1,0.06073622
mz.148.0607,0.06044877,1,0.06044877
mz.162.11258500000002,0.060313802,1,0.060313802
mz.853.47416,0.060242157,1,0.060242157
mz.648.6241749999999,0.060055386,1,0.060055386
mz.194.98833,0.05998794,1,0.05998794
mz.366.90242,-0.05995559,1,0.05995559
mz.201.964465,0.05994138,1,0.05994138
mz.478.02371000000005,0.05986766,1,0.05986766
mz.268.10303999999996,-0.05984454,1,0.05984454
mz.519.26509,0.059712596,1,0.059712596
mz.364.90382,-0.05942928,1,0.05942928
mz.193.99361,0.05941601,1,0.05941601
mz.377.941235,0.0592802,1,0.0592802
mz.196.09551,0.05919827,1,0.05919827
mz.536.175155,-0.058964748,1,0.058964748
mz.791.909815,-0.0589317,1,0.0589317
mz.794.44623,0.058549657,1,0.058549657
mz.381.009,-0.058449026,1,0.058449026
mz.343.073765,0.058383696,1,0.058383696
mz.269.107645,-0.058113314,1,0.058113314
mz.424.924985,-0.05808979,1,0.05808979
mz.428.02963,-0.057938028,1,0.057938028
mz.349.073105,-0.05777038,1,0.05777038
mz.426.922605,-0.057734754,1,0.057734754
mz.775.93632,0.057404883,1,0.057404883
mz.294.143555,0.057353284,1,0.057353284
mz.619.1595,0.05702349,1,0.05702349
mz.547.2595249999999,0.056878656,1,0.056878656
mz.752.946195,-0.056750495,1,0.056750495
mz.735.86781,0.056681316,1,0.056681316
mz.423.93035,-0.05650432,1,0.05650432
mz.268.10400500000003,-0.056287933,1,0.056287933
mz.841.42895,0.056287415,1,0.056287415
mz.364.90545999999995,-0.05610742,1,0.05610742
mz.298.065095,0.055932682,1,0.055932682
mz.866.449975,0.05576558,1,0.05576558
mz.309.09418,0.055445254,1,0.055445254
mz.523.9952800000001,-0.055400025,1,0.055400025
mz.394.91811,-0.055273995,1,0.055273995
mz.436.918255,-0.055227134,1,0.055227134
mz.174.896565,-0.05507531,1,0.05507531
mz.461.87474499999996,0.055070788,1,0.055070788
mz.736.9673849999999,0.054912604,1,0.054912604
mz.424.93085499999995,-0.054784633,1,0.054784633
mz.392.173095,0.05478394,1,0.05478394
mz.422.92453,-0.05475205,1,0.05475205
mz.210.94100500000002,-0.054730367,1,0.054730367
mz.554.95028,0.05467313,1,0.05467313
mz.317.028975,0.054604214,1,0.054604214
mz.370.049525,-0.05458697,1,0.05458697
mz.484.08558,-0.054559667,1,0.054559667
mz.296.95381,-0.054526206,1,0.054526206
mz.174.979735,0.054474276,1,0.054474276
mz.849.628725,0.054467566,1,0.054467566
mz.826.426035,0.054381136,1,0.054381136
mz.557.16147,0.05429565,1,0.05429565
mz.620.1642999999999,0.054247465,1,0.054247465
mz.214.01101999999997,-0.054145142,1,0.054145142
mz.364.902325,-0.05412073,1,0.05412073
mz.162.11293999999998,0.054072365,1,0.054072365
mz.813.499635,0.054043,1,0.054043
mz.822.47351,0.053881142,1,0.053881142
mz.423.932365,-0.053632088,1,0.053632088
mz.692.0390600000001,-0.053251203,1,0.053251203
mz.349.074885,-0.0531107,1,0.0531107
mz.810.668,0.053047784,1,0.053047784
mz.355.15398500000003,-0.052911904,1,0.052911904
mz.513.871545,-0.05290887,1,0.05290887
mz.564.0488399999999,-0.05268191,1,0.05268191
mz.215.015,-0.05266812,1,0.05266812
mz.546.294005,0.052583545,1,0.052583545
mz.351.02981,0.052532487,1,0.052532487
mz.961.511245,0.05242351,1,0.05242351
mz.370.053355,0.052396473,1,0.052396473
mz.815.93924,-0.052391995,1,0.052391995
mz.953.984605,0.052378442,1,0.052378442
mz.213.07515,0.052287314,1,0.052287314
mz.848.6320350000001,0.05212777,1,0.05212777
mz.269.10659499999997,-0.05187697,1,0.05187697
mz.306.93824,-0.051869873,1,0.051869873
mz.346.04636500000004,-0.051835727,1,0.051835727
mz.393.91748,-0.05172731,1,0.05172731
mz.783.5011549999999,0.051642768,1,0.051642768
mz.524.87457,-0.05161853,1,0.05161853
mz.899.98468,-0.051539056,1,0.051539056
mz.751.40359,0.05140587,1,0.05140587
mz.132.077165,0.0513974,1,0.0513974
mz.424.927415,-0.05133845,1,0.05133845
mz.698.091055,-0.051095888,1,0.051095888
mz.509.00242000000003,-0.051056158,1,0.051056158
mz.395.913475,-0.051026102,1,0.051026102
mz.406.42816000000005,0.050942484,1,0.050942484
mz.196.099945,0.050874848,1,0.050874848
mz.404.118555,-0.050772462,1,0.050772462
mz.529.92841,-0.050702624,1,0.050702624
mz.701.935125,-0.05068361,1,0.05068361
mz.371.104515,0.050607096,1,0.050607096
mz.871.461585,0.050540585,1,0.050540585
mz.349.06723999999997,-0.050242003,1,0.050242003
mz.174.89605,-0.050214235,1,0.050214235
mz.174.979425,0.050187115,1,0.050187115
mz.382.956495,0.050050333,1,0.050050333
mz.324.21351000000004,0.049391784,1,0.049391784
mz.349.778735,-0.049234983,1,0.049234983
mz.839.6182200000001,0.0491886,1,0.0491886
mz.219.93651,-0.049101375,1,0.049101375
mz.408.95663,0.049073856,1,0.049073856
mz.563.26266,0.04904138,1,0.04904138
mz.376.93442,0.048866015,1,0.048866015
mz.163.11623,0.04865269,1,0.04865269
mz.824.5992550000001,0.048569933,1,0.048569933
mz.849.639235,0.048473667,1,0.048473667
mz.845.77291,-0.048145473,1,0.048145473
mz.816.4310049999999,0.04797522,1,0.04797522
mz.217.9387,-0.04789767,1,0.04789767
mz.425.928155,-0.047883987,1,0.047883987
mz.296.06595500000003,0.047734044,1,0.047734044
mz.864.6305600000001,0.047718585,1,0.047718585
mz.967.552545,0.04770419,1,0.04770419
mz.524.9369200000001,0.04770319,1,0.04770319
mz.412.31962999999996,-0.04769593,1,0.04769593
mz.349.07160999999996,-0.047653463,1,0.047653463
mz.838.6165,0.047604043,1,0.047604043
mz.438.895605,0.04744259,1,0.04744259
mz.170.08429999999998,0.047301725,1,0.047301725
mz.379.939545,0.047254723,1,0.047254723
mz.396.91722,-0.047222856,1,0.047222856
mz.242.11363,0.04710142,1,0.04710142
mz.380.907875,-0.04672307,1,0.04672307
mz.852.6320900000001,0.04636555,1,0.04636555
mz.205.92802,-0.0462299,1,0.0462299
mz.560.9648,0.046148427,1,0.046148427
mz.544.021825,-0.04613543,1,0.04613543
mz.617.1762699999999,0.04606622,1,0.04606622
mz.848.62235,0.045938425,1,0.045938425
mz.378.070565,-0.045769356,1,0.045769356
mz.147.076965,0.04573043,1,0.04573043
mz.769.52712,0.045646664,1,0.045646664
mz.616.174745,0.045630164,1,0.045630164
mz.688.1054899999999,-0.045572136,1,0.045572136
mz.888.4550750000001,0.04526609,1,0.04526609
mz.840.6286749999999,0.045217432,1,0.045217432
mz.236.99253,0.045164663,1,0.045164663
mz.529.98095,-0.045109022,1,0.045109022
mz.556.2165150000001,0.04503107,1,0.04503107
mz.866.470995,0.044996608,1,0.044996608
mz.197.09881000000001,0.044851884,1,0.044851884
mz.449.956285,0.044822577,1,0.044822577
mz.203.93845,-0.044628255,1,0.044628255
mz.820.59247,0.04447776,1,0.04447776
mz.216.00967500000002,-0.044229727,1,0.044229727
mz.808.14855,0.044184476,1,0.044184476
mz.557.2209399999999,0.044144258,1,0.044144258
mz.838.67165,0.044070467,1,0.044070467
mz.343.068625,0.043996148,1,0.043996148
mz.866.63671,0.04398791,1,0.04398791
mz.424.93348000000003,-0.043984927,1,0.043984927
mz.392.90790000000004,-0.043512467,1,0.043512467
mz.542.06125,-0.04346329,1,0.04346329
mz.824.5954449999999,0.043359097,1,0.043359097
mz.846.455385,0.043284494,1,0.043284494
mz.422.920525,-0.043225247,1,0.043225247
mz.867.47465,0.043148402,1,0.043148402
mz.350.07474,-0.04312374,1,0.04312374
mz.422.927135,-0.043119643,1,0.043119643
mz.260.114605,0.043062553,1,0.043062553
mz.349.07693,-0.04292694,1,0.04292694
mz.618.18449,0.04291391,1,0.04291391
mz.612.24249,0.042696547,1,0.042696547
mz.133.074345,0.042540964,1,0.042540964
mz.655.133685,0.042465113,1,0.042465113
mz.737.884175,0.04236037,1,0.04236037
mz.378.94491000000005,0.04230717,1,0.04230717
mz.422.909905,-0.04222301,1,0.04222301
mz.344.04864499999996,-0.042205505,1,0.042205505
mz.440.107985,-0.041979697,1,0.041979697
mz.348.06959,-0.041576646,1,0.041576646
mz.584.246505,0.04146583,1,0.04146583
mz.133.08065,0.04143098,1,0.04143098
mz.450.017305,-0.041075338,1,0.041075338
mz.350.90410999999995,0.04092424,1,0.04092424
mz.778.01039,-0.04081206,1,0.04081206
mz.207.98897499999998,-0.04022665,1,0.04022665
mz.966.549985,0.04021393,1,0.04021393
mz.656.140085,0.039875727,1,0.039875727
mz.343.05333,-0.03983747,1,0.03983747
mz.822.6144850000001,0.039637327,1,0.039637327
mz.421.919485,-0.039526332,1,0.039526332
mz.408.00655,-0.039424118,1,0.039424118
mz.558.94063,-0.039362844,1,0.039362844
mz.253.083775,0.039292693,1,0.039292693
mz.836.637465,0.039245136,1,0.039245136
mz.273.949025,-0.03917366,1,0.03917366
mz.598.92507,0.039148066,1,0.039148066
mz.770.19769,0.0391327,1,0.0391327
mz.404.916475,-0.0390858,1,0.0390858
mz.297.070615,0.0390577,1,0.0390577
mz.596.915045,0.038834106,1,0.038834106
mz.418.921995,-0.03869197,1,0.03869197
mz.824.4385649999999,0.038677566,1,0.038677566
mz.163.97838,0.038677048,1,0.038677048
mz.592.0904700000001,0.038536623,1,0.038536623
mz.172.031385,-0.03848437,1,0.03848437
mz.961.460505,0.038473655,1,0.038473655
mz.202.93358,-0.03839428,1,0.03839428
mz.467.928305,-0.038250692,1,0.038250692
mz.291.975255,-0.03819423,1,0.03819423
mz.298.07016999999996,0.037897833,1,0.037897833
mz.493.01453000000004,0.03787586,1,0.03787586
mz.270.06106,0.037821803,1,0.037821803
mz.414.010245,0.037817307,1,0.037817307
mz.432.080515,0.037673768,1,0.037673768
mz.297.06824,0.0376555,1,0.0376555
mz.828.4661699999999,0.037624307,1,0.037624307
mz.915.4567549999999,0.037461154,1,0.037461154
mz.451.02067,-0.0373275,1,0.0373275
mz.279.085535,0.037221696,1,0.037221696
mz.853.634125,0.03679343,1,0.03679343
mz.866.6484849999999,0.036620412,1,0.036620412
mz.384.98044000000004,-0.036503077,1,0.036503077
mz.235.993985,0.03629441,1,0.03629441
mz.351.13323,0.036158178,1,0.036158178
mz.350.07666,-0.03605211,1,0.03605211
mz.415.33878,-0.036037665,1,0.036037665
mz.409.27049999999997,0.03600043,1,0.03600043
mz.549.050195,-0.035898123,1,0.035898123
mz.454.86940000000004,-0.035875056,1,0.035875056
mz.740.494695,0.035805866,1,0.035805866
mz.274.0375,0.035764627,1,0.035764627
mz.815.9728,-0.035734244,1,0.035734244
mz.297.069625,0.035693515,1,0.035693515
mz.584.012205,0.035566196,1,0.035566196
mz.423.920285,-0.035478886,1,0.035478886
mz.424.00203,-0.035443854,1,0.035443854
mz.804.4700049999999,0.035267837,1,0.035267837
mz.965.91935,0.03514474,1,0.03514474
mz.219.02708,-0.035010003,1,0.035010003
mz.564.04314,-0.03488656,1,0.03488656
mz.823.62087,0.03474752,1,0.03474752
mz.203.932345,-0.034733184,1,0.034733184
mz.298.06399999999996,0.03449738,1,0.03449738
mz.421.96137,0.03441183,1,0.03441183
mz.541.921065,-0.034402113,1,0.034402113
mz.366.89971,-0.034372874,1,0.034372874
mz.264.14272,0.0343569,1,0.0343569
mz.403.84944,-0.03427972,1,0.03427972
mz.584.2101849999999,0.03419719,1,0.03419719
mz.950.41048,0.03405999,1,0.03405999
mz.232.154565,0.03404126,1,0.03404126
mz.423.91767,-0.034036156,1,0.034036156
mz.269.10123999999996,-0.03364885,1,0.03364885
mz.382.10608,0.03329589,1,0.03329589
mz.447.066065,-0.033210304,1,0.033210304
mz.792.17475,0.033189736,1,0.033189736
mz.398.962535,-0.033178218,1,0.033178218
mz.429.035985,-0.032924227,1,0.032924227
mz.850.643975,0.032882832,1,0.032882832
mz.172.03089,-0.032859165,1,0.032859165
mz.203.93183499999998,-0.032850612,1,0.032850612
mz.503.967085,-0.032816153,1,0.032816153
mz.540.910025,-0.032806873,1,0.032806873
mz.796.55944,0.03276817,1,0.03276817
mz.307.044765,0.032750357,1,0.032750357
mz.850.617225,0.032619033,1,0.032619033
mz.409.01022,-0.03253557,1,0.03253557
mz.230.94239,0.032288715,1,0.032288715
mz.944.540735,0.03222176,1,0.03222176
mz.966.927925,0.03210768,1,0.03210768
mz.423.928335,-0.03206041,1,0.03206041
mz.956.527845,0.032007787,1,0.032007787
mz.420.91087,-0.03193019,1,0.03193019
mz.570.92416,-0.03183439,1,0.03183439
mz.348.85798,-0.03172545,1,0.03172545
mz.592.09793,0.03159389,1,0.03159389
mz.806.48391,0.03156743,1,0.03156743
mz.201.934135,-0.031240065,1,0.031240065
mz.426.98938,-0.031059494,1,0.031059494
mz.398.99552500000004,-0.031059144,1,0.031059144
mz.346.047975,-0.03087963,1,0.03087963
mz.953.934655,0.03085429,1,0.03085429
mz.207.01463,0.030772697,1,0.030772697
mz.235.9933,0.030741952,1,0.030741952
mz.201.932625,-0.030731527,1,0.030731527
mz.176.894515,-0.030625137,1,0.030625137
mz.202.93759,-0.030581644,1,0.030581644
mz.794.5431,0.030423526,1,0.030423526
mz.542.8837249999999,-0.03038731,1,0.03038731
mz.825.4425550000001,0.029798022,1,0.029798022
mz.407.845495,-0.029721223,1,0.029721223
mz.296.060655,0.029624464,1,0.029624464
mz.196.87833999999998,0.02928204,1,0.02928204
mz.298.062905,0.029086698,1,0.029086698
mz.823.4803099999999,0.02902236,1,0.02902236
mz.324.05921,-0.028929444,1,0.028929444
mz.205.93034999999998,-0.028897597,1,0.028897597
mz.276.893595,-0.028828558,1,0.028828558
mz.867.6533999999999,0.028827349,1,0.028827349
mz.826.454345,0.02869924,1,0.02869924
mz.368.95718999999997,0.028684271,1,0.028684271
mz.310.90291,0.02868178,1,0.02868178
mz.233.93436,-0.028675467,1,0.028675467
mz.234.94834500000002,-0.028673295,1,0.028673295
mz.370.05167,0.028647065,1,0.028647065
mz.840.6072999999999,0.028515872,1,0.028515872
mz.347.049965,-0.028506637,1,0.028506637
mz.438.031585,-0.028302258,1,0.028302258
mz.160.13376,0.028204732,1,0.028204732
mz.809.1498999999999,0.028145155,1,0.028145155
mz.868.64458,0.028111046,1,0.028111046
mz.232.95267,-0.02787682,1,0.02787682
mz.233.947295,-0.027580515,1,0.027580515
mz.265.069955,0.027358834,1,0.027358834
mz.854.6344300000001,0.027309952,1,0.027309952
mz.840.6168,0.027303228,1,0.027303228
mz.623.98246,-0.02713412,1,0.02713412
mz.348.04476,-0.027055204,1,0.027055204
mz.340.05255,-0.027045472,1,0.027045472
mz.203.930065,-0.027015923,1,0.027015923
mz.175.00206,-0.026944164,1,0.026944164
mz.230.94167499999998,-0.026188754,1,0.026188754
mz.207.99881,0.026045732,1,0.026045732
mz.762.473255,0.025983637,1,0.025983637
mz.793.1819849999999,0.025785191,1,0.025785191
mz.450.014355,0.025722515,1,0.025722515
mz.730.4116200000001,0.025571713,1,0.025571713
mz.851.6551549999999,0.025540866,1,0.025540866
mz.395.91031499999997,-0.025524855,1,0.025524855
mz.868.654725,0.025507418,1,0.025507418
mz.850.653705,0.025340477,1,0.025340477
mz.410.005665,-0.025335923,1,0.025335923
mz.686.09478,-0.025334265,1,0.025334265
mz.459.03492500000004,-0.025180196,1,0.025180196
mz.600.929655,0.025090242,1,0.025090242
mz.982.87579,-0.024950191,1,0.024950191
mz.372.06782499999997,0.024942454,1,0.024942454
mz.790.906505,-0.0247586,1,0.0247586
mz.170.03307999999998,-0.024654297,1,0.024654297
mz.230.94275,0.024592679,1,0.024592679
mz.337.949665,-0.024567148,1,0.024567148
mz.299.06746,0.024458328,1,0.024458328
mz.414.336535,-0.024417752,1,0.024417752
mz.299.305405,0.02435394,1,0.02435394
mz.410.0228,-0.024103329,1,0.024103329
mz.916.4868349999999,0.024078043,1,0.024078043
mz.565.049225,-0.023945138,1,0.023945138
mz.245.954285,-0.023799941,1,0.023799941
mz.290.08631,0.023589525,1,0.023589525
mz.264.03959,-0.023467796,1,0.023467796
mz.779.43625,0.02323144,1,0.02323144
mz.734.949365,-0.02274307,1,0.02274307
mz.234.942225,-0.022394158,1,0.022394158
mz.343.294755,0.022234138,1,0.022234138
mz.755.81813,0.022228511,1,0.022228511
mz.568.91425,-0.021849805,1,0.021849805
mz.366.96109,0.02176171,1,0.02176171
mz.230.95022,-0.021717478,1,0.021717478
mz.231.94242500000001,-0.021536099,1,0.021536099
mz.174.93848000000003,-0.021132357,1,0.021132357
mz.571.92053,-0.021016411,1,0.021016411
mz.444.031335,-0.020830793,1,0.020830793
mz.152.02261,-0.020524332,1,0.020524332
mz.514.974305,-0.020309845,1,0.020309845
mz.387.007945,0.020233355,1,0.020233355
mz.232.94483,0.02020716,1,0.02020716
mz.232.939725,-0.019865902,1,0.019865902
mz.459.85972000000004,-0.019815003,1,0.019815003
mz.171.03653500000001,-0.019712823,1,0.019712823
mz.766.508145,0.019677823,1,0.019677823
mz.435.99235,0.01913083,1,0.01913083
mz.365.95334,0.019079598,1,0.019079598
mz.767.507875,0.018973313,1,0.018973313
mz.364.93424500000003,-0.01890917,1,0.01890917
mz.203.93285500000002,-0.018865535,1,0.018865535
mz.509.953235,-0.01880728,1,0.01880728
mz.137.04630500000002,-0.018791499,1,0.018791499
mz.768.5194799999999,0.018640056,1,0.018640056
mz.193.98302999999999,0.018425837,1,0.018425837
mz.594.09891,0.018158235,1,0.018158235
mz.953.888785,-0.018142803,1,0.018142803
mz.205.09774,0.01795378,1,0.01795378
mz.298.07236,0.017762154,1,0.017762154
mz.232.942095,0.017691458,1,0.017691458
mz.359.04261499999996,0.01763186,1,0.01763186
mz.362.96612,0.017550873,1,0.017550873
mz.384.97213999999997,0.01747027,1,0.01747027
mz.268.94590500000004,-0.01728531,1,0.01728531
mz.800.1185,-0.017078284,1,0.017078284
mz.375.037455,-0.016969059,1,0.016969059
mz.735.8945,-0.016750727,1,0.016750727
mz.422.921925,-0.016422756,1,0.016422756
mz.297.06320000000005,0.01616914,1,0.01616914
mz.313.022105,0.016050022,1,0.016050022
mz.275.066305,0.015340244,1,0.015340244
mz.232.9503,-0.015283277,1,0.015283277
mz.231.9364,-0.015164632,1,0.015164632
mz.424.96463500000004,-0.014881351,1,0.014881351
mz.230.92865,-0.014752705,1,0.014752705
mz.348.93134,0.014393657,1,0.014393657
mz.228.93087500000001,0.014224542,1,0.014224542
mz.231.94844999999998,-0.014095346,1,0.014095346
mz.360.04586500000005,0.014047554,1,0.014047554
mz.176.01137,-0.0140033355,1,0.0140033355
mz.307.043815,-0.01391878,1,0.01391878
mz.546.03804,0.013671501,1,0.013671501
mz.497.898695,0.013458115,1,0.013458115
mz.232.94331499999998,-0.013344488,1,0.013344488
mz.254.01948,0.013342127,1,0.013342127
mz.766.55224,0.013294634,1,0.013294634
mz.461.868055,-0.013063117,1,0.013063117
mz.511.093645,-0.01300987,1,0.01300987
mz.248.93283,0.01278128,1,0.01278128
mz.340.981915,0.012781235,1,0.012781235
mz.242.07935500000002,0.012716684,1,0.012716684
mz.381.2508,0.012643855,1,0.012643855
mz.152.02235000000002,-0.012471082,1,0.012471082
mz.367.966215,0.012341001,1,0.012341001
mz.488.04695000000004,0.012251013,1,0.012251013
mz.384.99937,-0.012045819,1,0.012045819
mz.371.054385,0.011976125,1,0.011976125
mz.179.98279000000002,-0.011915132,1,0.011915132
mz.393.94581,-0.011284804,1,0.011284804
mz.348.92861500000004,0.011221911,1,0.011221911
mz.259.98514,0.0111467065,1,0.0111467065
mz.332.893935,-0.011129537,1,0.011129537
mz.560.0771850000001,0.01103796,1,0.01103796
mz.312.90065000000004,-0.0109431865,1,0.0109431865
