gene,w,component,w_abs
Slc17a7,0.23484528,0,0.23484528
Pacs2,-0.19848524,0,0.19848524
Rpl4,-0.1949047,0,0.1949047
Nrgn,0.18253222,0,0.18253222
Bc1,0.18212172,0,0.18212172
Mobp,-0.17627615,0,0.17627615
Malat1,0.17088357,0,0.17088357
Olfm1,0.16911624,0,0.16911624
Endod1,-0.16550387,0,0.16550387
mt-Co2,0.1539202,0,0.1539202
Nnat,0.15390193,0,0.15390193
mt-Nd3,0.14567319,0,0.14567319
Sparc,-0.13975687,0,0.13975687
Ptk2b,0.13741846,0,0.13741846
mt-Atp6,0.13622221,0,0.13622221
mt-Nd4,0.13477878,0,0.13477878
Cpne7,0.13474555,0,0.13474555
Slc6a11,-0.13425031,0,0.13425031
Slc32a1,-0.13300341,0,0.13300341
Pvalb,-0.13101166,0,0.13101166
Vamp1,-0.12882276,0,0.12882276
Slc1a2,0.12804693,0,0.12804693
Poglut1,-0.12800579,0,0.12800579
Syt2,-0.12654847,0,0.12654847
Mag,-0.12463892,0,0.12463892
Plp1,-0.12393156,0,0.12393156
Stmn4,-0.12276685,0,0.12276685
Prkcg,0.12219104,0,0.12219104
Ldhb,-0.12001723,0,0.12001723
Ptgds,-0.11928819,0,0.11928819
Chga,-0.114898115,0,0.114898115
Fibcd1,0.113786995,0,0.113786995
H2afz,-0.11351012,0,0.11351012
Tmsb10,-0.11084923,0,0.11084923
Aldh1a1,-0.11012762,0,0.11012762
Nefm,-0.10646437,0,0.10646437
Iscu,-0.106111005,0,0.106111005
Calb2,-0.10159676,0,0.10159676
Cnp,-0.09660574,0,0.09660574
Dusp26,-0.09651729,0,0.09651729
Ewsr1,-0.09501404,0,0.09501404
Sec23b,-0.09459989,0,0.09459989
Sncg,-0.09436652,0,0.09436652
Nme7,-0.09177118,0,0.09177118
Rnf112,0.09113749,0,0.09113749
Phlda3,-0.089711204,0,0.089711204
Spag9,-0.08830256,0,0.08830256
Cryab,-0.08735597,0,0.08735597
Gfap,0.086644076,0,0.086644076
Vps4b,-0.085162185,0,0.085162185
Mog,-0.08476234,0,0.08476234
Cd83,-0.08404746,0,0.08404746
Rac1,-0.083540685,0,0.083540685
Bend6,-0.08161054,0,0.08161054
Klhdc8a,-0.0811599,0,0.0811599
Dbndd2,-0.074207954,0,0.074207954
Pcp4l1,-0.07342485,0,0.07342485
Opalin,-0.07279526,0,0.07279526
Zcchc12,-0.07131481,0,0.07131481
Crlf1,0.070931435,0,0.070931435
Enpp2,-0.070474125,0,0.070474125
Desi1,-0.07017946,0,0.07017946
Lgi3,-0.06981264,0,0.06981264
Mt1,0.069579355,0,0.069579355
Ddc,-0.06820894,0,0.06820894
Ccdc149,-0.0679373,0,0.0679373
Neurl1b,0.06786013,0,0.06786013
Fa2h,-0.067754775,0,0.067754775
Kctd9,-0.06758968,0,0.06758968
Car2,-0.06734674,0,0.06734674
Kcna6,-0.06678853,0,0.06678853
Pcbd1,-0.066080324,0,0.066080324
Cd9,-0.06578495,0,0.06578495
Glrb,-0.06570618,0,0.06570618
Txndc15,-0.06522439,0,0.06522439
Nefl,-0.06520081,0,0.06520081
Vps39,-0.06435502,0,0.06435502
Mal,-0.06420504,0,0.06420504
Rnd2,-0.06411441,0,0.06411441
2810468N07Rik,-0.06389036,0,0.06389036
Bcas1,-0.06352685,0,0.06352685
Gatm,-0.06308597,0,0.06308597
Dlk1,-0.06303186,0,0.06303186
Nefh,-0.06283338,0,0.06283338
Iars,-0.06225322,0,0.06225322
Spp1,-0.06166868,0,0.06166868
Aspg,0.061663624,0,0.061663624
Klk6,-0.061327066,0,0.061327066
Kcnj8,0.06132545,0,0.06132545
Teddm2,0.0610444,0,0.0610444
Ace,-0.061000563,0,0.061000563
Mkrn1,-0.060889214,0,0.060889214
Tmem88b,-0.060792904,0,0.060792904
Slc18a2,-0.06062881,0,0.06062881
Cort,0.060595468,0,0.060595468
Cbln1,-0.060498696,0,0.060498696
Pllp,-0.06012042,0,0.06012042
Kcnab3,-0.060109194,0,0.060109194
Npy,0.059955675,0,0.059955675
2410004B18Rik,-0.059843846,0,0.059843846
Bok,0.059467647,0,0.059467647
Nkx6-2,-0.059093498,0,0.059093498
Dgkb,0.058772072,0,0.058772072
Slc44a1,-0.058427073,0,0.058427073
Th,-0.05830797,0,0.05830797
Rabgap1l,0.058307927,0,0.058307927
Tmem63a,-0.058256473,0,0.058256473
Agt,-0.058155145,0,0.058155145
Dcn,0.057976592,0,0.057976592
Adssl1,-0.05779524,0,0.05779524
Apod,-0.05741088,0,0.05741088
Cox11,-0.056233488,0,0.056233488
Atp1b3,-0.056172755,0,0.056172755
Zc3h8,-0.055934377,0,0.055934377
Slc6a3,-0.055801854,0,0.055801854
Camk2g,-0.055689033,0,0.055689033
Penk,-0.055077583,0,0.055077583
Neat1,-0.05506543,0,0.05506543
Ctxn3,-0.05479746,0,0.05479746
Tbata,0.05455954,0,0.05455954
Gpd1,0.05449777,0,0.05449777
Laptm5,0.054470982,0,0.054470982
Pgls,-0.054470766,0,0.054470766
Gpx3,-0.054289836,0,0.054289836
Inpp5f,-0.05408105,0,0.05408105
Kcnt1,-0.053324513,0,0.053324513
Plekhh1,-0.053008445,0,0.053008445
Limk1,-0.05290806,0,0.05290806
Scd1,-0.052554917,0,0.052554917
Arsg,-0.05245373,0,0.05245373
Atpaf1,-0.052175544,0,0.052175544
Slc6a9,-0.05206922,0,0.05206922
Ndrg1,-0.05203428,0,0.05203428
Bex2,-0.05179813,0,0.05179813
Plaat3,-0.051578686,0,0.051578686
Sst,0.05147433,0,0.05147433
Rnf13,-0.051273905,0,0.051273905
Hapln2,-0.05088243,0,0.05088243
Plxna4,0.050682828,0,0.050682828
Leo1,-0.05030602,0,0.05030602
Auh,-0.05012102,0,0.05012102
Cpne9,-0.0500195,0,0.0500195
Itih3,-0.05001909,0,0.05001909
Cartpt,-0.04987404,0,0.04987404
Lpl,0.049798626,0,0.049798626
Gjb1,-0.04979133,0,0.04979133
Litaf,-0.04972905,0,0.04972905
Tmbim1,-0.04941596,0,0.04941596
Cldn11,-0.04930417,0,0.04930417
Rnf227,-0.04912746,0,0.04912746
Ivns1abp,-0.04827804,0,0.04827804
Cdk11b,-0.048096333,0,0.048096333
Apln,-0.04793064,0,0.04793064
Ndufaf2,-0.04771588,0,0.04771588
Rab11fip5,-0.04771326,0,0.04771326
Acap3,0.04732003,0,0.04732003
Ss18l2,-0.046747535,0,0.046747535
Enpp1,0.045135416,0,0.045135416
Dip2a,-0.04512268,0,0.04512268
Gnmt,0.04509955,0,0.04509955
Nrxn3,0.044831116,0,0.044831116
Tm7sf3,-0.04476509,0,0.04476509
Rtkn,-0.04462288,0,0.04462288
Pcp4,-0.044553738,0,0.044553738
Slc7a4,0.04445181,0,0.04445181
Irx2,-0.044205654,0,0.044205654
Begain,0.04369953,0,0.04369953
Tekt5,-0.04358914,0,0.04358914
Col16a1,-0.043558203,0,0.043558203
Pxdn,0.04351031,0,0.04351031
Vegfd,0.043337956,0,0.043337956
Pcca,-0.0432674,0,0.0432674
Plcb4,-0.043016452,0,0.043016452
Snrk,-0.042830516,0,0.042830516
Tprn,-0.04281661,0,0.04281661
Cdk4,-0.042784188,0,0.042784188
Il33,-0.042317104,0,0.042317104
5330434G04Rik,0.04230139,0,0.04230139
C1ql4,-0.042246524,0,0.042246524
Znrd1as,-0.04224583,0,0.04224583
Ccer2,-0.042222194,0,0.042222194
Nmral1,-0.042114217,0,0.042114217
Nrip3,0.042079885,0,0.042079885
Slc24a5,-0.04201824,0,0.04201824
Cabp7,0.04171529,0,0.04171529
Arfgef2,-0.04170067,0,0.04170067
Leng8,0.041256085,0,0.041256085
Chn2,-0.041228563,0,0.041228563
Sod2,-0.04102694,0,0.04102694
Gal3st1,-0.04091513,0,0.04091513
Capn3,0.040860012,0,0.040860012
Alkbh2,0.040838867,0,0.040838867
Cd82,-0.040643495,0,0.040643495
Slc4a2,-0.04054041,0,0.04054041
Plekha6,-0.04050204,0,0.04050204
Ift43,-0.04027647,0,0.04027647
Tmem229a,-0.03975686,0,0.03975686
Setd3,-0.039741855,0,0.039741855
Cuedc1,-0.039700277,0,0.039700277
Phldb1,-0.039617024,0,0.039617024
Nr2f2,0.03950119,0,0.03950119
Cacna2d2,-0.039481185,0,0.039481185
Gm34567,0.039329953,0,0.039329953
Dnajc27,-0.03923688,0,0.03923688
Tomm5,-0.039214976,0,0.039214976
Ephb1,-0.039016593,0,0.039016593
Paqr7,-0.038781963,0,0.038781963
Tcf7l2,-0.03816455,0,0.03816455
Ypel5,-0.037529595,0,0.037529595
Larp6,-0.03752238,0,0.03752238
Evi2a,-0.037386276,0,0.037386276
Ugt8a,-0.03727986,0,0.03727986
Wrb,-0.037224006,0,0.037224006
Rapgef4,0.03718858,0,0.03718858
Frmd8,-0.037094876,0,0.037094876
Steap2,-0.037089434,0,0.037089434
Rexo2,-0.037049524,0,0.037049524
Mtrex,-0.036907397,0,0.036907397
Acaa1a,-0.036830094,0,0.036830094
Rassf4,-0.036409512,0,0.036409512
Hjurp,-0.03616922,0,0.03616922
Hrh3,0.03601576,0,0.03601576
Usp4,0.035956897,0,0.035956897
Fyttd1,-0.035922594,0,0.035922594
Arhgef15,-0.03588184,0,0.03588184
Vip,0.03570612,0,0.03570612
B930025P03Rik,-0.03554293,0,0.03554293
Efna3,0.035409696,0,0.035409696
Bmp1,0.035047423,0,0.035047423
Srxn1,-0.035012417,0,0.035012417
Gpr37,-0.034946803,0,0.034946803
Rcbtb1,-0.034713916,0,0.034713916
Gjc3,-0.03469321,0,0.03469321
Kcnc1,-0.03457213,0,0.03457213
Osgepl1,-0.034504443,0,0.034504443
Srpk2,-0.034413815,0,0.034413815
Ccnl2,0.03433336,0,0.03433336
March8,-0.034332402,0,0.034332402
Asah1,-0.034180194,0,0.034180194
Slc13a3,-0.034118738,0,0.034118738
Fh1,-0.034088165,0,0.034088165
Capza1,-0.034041315,0,0.034041315
Col6a1,0.034031086,0,0.034031086
Rnf182,0.03392625,0,0.03392625
2310009A05Rik,-0.03388711,0,0.03388711
Bptf,0.033574544,0,0.033574544
Camk2d,-0.03349934,0,0.03349934
Adipor2,-0.033393517,0,0.033393517
Sh2d5,-0.03319963,0,0.03319963
Gpr139,-0.03314891,0,0.03314891
Hs6st2,-0.0330338,0,0.0330338
Paqr4,-0.032875117,0,0.032875117
Ppp1r14a,-0.032771826,0,0.032771826
Aldh5a1,-0.032475054,0,0.032475054
Mafk,-0.032287158,0,0.032287158
Cldn5,0.032089483,0,0.032089483
Pip4k2a,-0.03173963,0,0.03173963
C1ql2,0.03170531,0,0.03170531
Mark3,-0.03164651,0,0.03164651
Efna2,0.03127724,0,0.03127724
Mef2c,0.03127713,0,0.03127713
Eif2b3,-0.031230249,0,0.031230249
Gm30082,-0.031132268,0,0.031132268
Mob2,-0.030790936,0,0.030790936
Kcnj9,-0.030762516,0,0.030762516
Gm47283,0.03074069,0,0.03074069
Arhgap24,-0.030681867,0,0.030681867
Vtn,0.030678952,0,0.030678952
Specc1,-0.03066702,0,0.03066702
Ptgs2,0.030506391,0,0.030506391
Smco3,-0.030243909,0,0.030243909
Zdhhc22,-0.030241502,0,0.030241502
Olig1,-0.030198002,0,0.030198002
Lig3,-0.030139042,0,0.030139042
Katnal1,-0.030046403,0,0.030046403
Tnip2,0.029978085,0,0.029978085
Thrsp,0.029924398,0,0.029924398
Cdk14,0.029812017,0,0.029812017
Gm17066,0.029783595,0,0.029783595
Tnnt1,0.029715119,0,0.029715119
Eml1,-0.029533744,0,0.029533744
Pls1,-0.028878694,0,0.028878694
Ccdc152,-0.028763952,0,0.028763952
Pcbd2,-0.028746964,0,0.028746964
Ccdc85c,-0.028722279,0,0.028722279
Gigyf1,0.02868835,0,0.02868835
Arhgap22,-0.02855099,0,0.02855099
Dock5,-0.028514974,0,0.028514974
Cenpx,-0.02814862,0,0.02814862
Ifi27,0.028099915,0,0.028099915
Sox10,-0.028067471,0,0.028067471
Ralgds,-0.027986513,0,0.027986513
Map7,-0.027816871,0,0.027816871
Greb1,-0.027760476,0,0.027760476
Cmas,-0.027536994,0,0.027536994
Mtmr4,-0.02750853,0,0.02750853
Kcna2,-0.027376914,0,0.027376914
Aatk,-0.027315399,0,0.027315399
Rspo3,0.027233776,0,0.027233776
Thoc2,0.027038746,0,0.027038746
Acad11,0.026688457,0,0.026688457
Gab1,-0.026598351,0,0.026598351
Ttc14,0.026588693,0,0.026588693
Prr5l,-0.026386129,0,0.026386129
Pdss1,-0.0262611,0,0.0262611
C1qa,0.02604797,0,0.02604797
Lpar1,-0.025789792,0,0.025789792
Fam20c,-0.025314758,0,0.025314758
Stip1,-0.025117582,0,0.025117582
Tmie,-0.024951449,0,0.024951449
Tspan2,-0.02494603,0,0.02494603
Fez1,-0.024529362,0,0.024529362
Thbs3,0.024343915,0,0.024343915
Minar1,-0.024242755,0,0.024242755
Smap2,0.02413153,0,0.02413153
Adcy7,-0.023733404,0,0.023733404
Itgb4,-0.023573332,0,0.023573332
Unc5c,0.02331747,0,0.02331747
Fam189a2,-0.023239711,0,0.023239711
Mapk1ip1l,-0.023128958,0,0.023128958
Ikbkb,-0.023070574,0,0.023070574
Gm19938,0.022966638,0,0.022966638
Gsn,-0.022947561,0,0.022947561
Adgrl2,-0.022903565,0,0.022903565
Frrs1l,0.022872752,0,0.022872752
Tmem196,-0.022481438,0,0.022481438
Tnrc6c,0.022421772,0,0.022421772
Rassf2,-0.022340305,0,0.022340305
Anln,-0.022149917,0,0.022149917
Ptpn4,0.021984585,0,0.021984585
Map3k9,0.021948518,0,0.021948518
Tomm6os,0.021801354,0,0.021801354
Cspg4,0.021741852,0,0.021741852
Zfp51,-0.02169408,0,0.02169408
Dock9,0.021582212,0,0.021582212
Gkap1,-0.021568706,0,0.021568706
Hook1,0.021206241,0,0.021206241
Rbm5,0.02045528,0,0.02045528
Mrps23,-0.020377295,0,0.020377295
Herc2,-0.020259708,0,0.020259708
Serpinb1a,-0.02013568,0,0.02013568
Cat,-0.019248648,0,0.019248648
Mtss2,0.019214185,0,0.019214185
Ecm1,0.019205792,0,0.019205792
Sox2ot,-0.01918591,0,0.01918591
Arhgef2,0.018819023,0,0.018819023
Rgs3,-0.01866287,0,0.01866287
Slc6a16,-0.018597824,0,0.018597824
Tenm4,0.018228097,0,0.018228097
Bmp2k,-0.018155122,0,0.018155122
Syf2,-0.018149804,0,0.018149804
Fign,-0.017756278,0,0.017756278
Zfp704,0.017696971,0,0.017696971
Mmp16,0.01767269,0,0.01767269
Apol8,-0.01747388,0,0.01747388
Blvra,-0.017325483,0,0.017325483
Pfkfb3,-0.017272955,0,0.017272955
Rpgrip1,-0.017116897,0,0.017116897
Nxph3,-0.016914504,0,0.016914504
Siglech,0.016785715,0,0.016785715
Cc2d2a,-0.016691862,0,0.016691862
Ggnbp1,-0.016656099,0,0.016656099
Bbs2,-0.016557923,0,0.016557923
Klhl8,-0.016412692,0,0.016412692
Hmgcs2,0.016397439,0,0.016397439
Zzef1,0.016259016,0,0.016259016
Cdkn2d,-0.016252462,0,0.016252462
Prima1,-0.016133236,0,0.016133236
Tmem189,-0.016055334,0,0.016055334
Paqr6,-0.01599422,0,0.01599422
Smyd1,-0.015795585,0,0.015795585
P2rx5,-0.015791912,0,0.015791912
Pqbp1,-0.01557154,0,0.01557154
Serpinc1,-0.015502237,0,0.015502237
2610037D02Rik,0.015471348,0,0.015471348
Taf1d,0.015163336,0,0.015163336
P3h4,-0.015109883,0,0.015109883
Tbc1d32,0.015085841,0,0.015085841
Fgfr2,-0.014906689,0,0.014906689
Lrp11,0.014755635,0,0.014755635
Elovl1,-0.014715899,0,0.014715899
Ucn,-0.014714982,0,0.014714982
Mphosph8,0.014666786,0,0.014666786
Hfm1,0.014460494,0,0.014460494
Ano4,-0.014391544,0,0.014391544
Nfasc,-0.014372512,0,0.014372512
Itgav,-0.014322057,0,0.014322057
Fancd2,0.013890747,0,0.013890747
Krt2,0.013846734,0,0.013846734
Fam222a,-0.013707424,0,0.013707424
Trpm2,-0.013664136,0,0.013664136
Paip2b,-0.013533987,0,0.013533987
Exd2,-0.01349204,0,0.01349204
Ilvbl,-0.013468717,0,0.013468717
Ubac2,-0.013396305,0,0.013396305
Mgp,0.013304109,0,0.013304109
Trp73,0.01320352,0,0.01320352
Ccna2,-0.013185499,0,0.013185499
Rmnd5a,-0.013084026,0,0.013084026
Plxnb3,-0.012987026,0,0.012987026
Nap1l3,-0.01282894,0,0.01282894
Cyp2j12,-0.01273483,0,0.01273483
Irf3,-0.012731387,0,0.012731387
Pim1,-0.012718497,0,0.012718497
Thoc1,0.0125969965,0,0.0125969965
Tceal6,-0.012430529,0,0.012430529
Arhgef3,0.01236584,0,0.01236584
Il17rb,-0.012119057,0,0.012119057
Capn2,-0.01211305,0,0.01211305
Zbtb7b,-0.0119755,0,0.0119755
Kndc1,-0.01195173,0,0.01195173
Pappa2,0.011892283,0,0.011892283
Celrr,0.01186009,0,0.01186009
Dph5,0.011847515,0,0.011847515
Zfp691,-0.01174124,0,0.01174124
Srpk3,-0.011592725,0,0.011592725
Micall1,-0.01149366,0,0.01149366
Mrpl43,-0.011485599,0,0.011485599
Zfp280c,-0.011446209,0,0.011446209
Prkcd,0.011315814,0,0.011315814
Tmcc1,0.011299134,0,0.011299134
Cse1l,-0.011297912,0,0.011297912
Antxr1,-0.011282116,0,0.011282116
Stpg1,0.011103059,0,0.011103059
D830030K20Rik,-0.011068773,0,0.011068773
Fuz,-0.011003806,0,0.011003806
Tnni1,-0.010948488,0,0.010948488
Bclaf1,0.010919503,0,0.010919503
Ndufs4,-0.01089406,0,0.01089406
Rhou,-0.01077454,0,0.01077454
Sctr,0.0106741255,0,0.0106741255
Raf1,-0.010659102,0,0.010659102
Rad51ap2,0.010494706,0,0.010494706
Ankmy1,-0.010490783,0,0.010490783
Mettl3,-0.010445268,0,0.010445268
Trafd1,0.010440948,0,0.010440948
Bbox1,-0.0104263015,0,0.0104263015
Rilpl1,-0.010337998,0,0.010337998
Kxd1,-0.0102933105,0,0.0102933105
Sh2d1a,-0.010280146,0,0.010280146
Stat2,0.010219388,0,0.010219388
B020010K11Rik,-0.010049087,0,0.010049087
Rabep2,-0.010010666,0,0.010010666
Acan,-0.009996197,0,0.009996197
Apip,-0.0099766785,0,0.0099766785
Sfswap,0.009936686,0,0.009936686
Carhsp1,-0.0098887365,0,0.0098887365
BC005561,0.009801265,0,0.009801265
Ppp4r3a,-0.009772367,0,0.009772367
Pkn1,0.0097490195,0,0.0097490195
Kif21a,-0.009720628,0,0.009720628
Dus2,-0.009684622,0,0.009684622
Kcnd2,0.009651398,0,0.009651398
Rgs2,-0.009552735,0,0.009552735
Slc39a9,-0.009524843,0,0.009524843
Arglu1,0.0095120575,0,0.0095120575
Dph3,-0.009409959,0,0.009409959
Bphl,-0.009207686,0,0.009207686
Mcfd2,-0.009202311,0,0.009202311
Slc2a12,-0.0091688745,0,0.0091688745
Dennd4b,-0.00907105,0,0.00907105
Arrdc2,-0.008916706,0,0.008916706
Exosc5,-0.008912065,0,0.008912065
Casq1,-0.008852435,0,0.008852435
Sowahb,-0.008833584,0,0.008833584
Mroh1,-0.008801369,0,0.008801369
Bst2,0.008749657,0,0.008749657
Ttll9,-0.0087318225,0,0.0087318225
Mypn,-0.008660669,0,0.008660669
Crkl,-0.008615698,0,0.008615698
D16Ertd472e,-0.008519142,0,0.008519142
Cebpb,0.008423012,0,0.008423012
Nek7,0.008390803,0,0.008390803
Inmt,-0.008390485,0,0.008390485
Stxbp3,-0.008320563,0,0.008320563
Serinc5,-0.008314192,0,0.008314192
Gm15270,-0.00830372,0,0.00830372
Tial1,0.008264228,0,0.008264228
Sltm,0.008229082,0,0.008229082
Fbxw4,0.008185085,0,0.008185085
Cib2,-0.008150967,0,0.008150967
Ky,-0.008065675,0,0.008065675
Ppp3cc,-0.008047646,0,0.008047646
Ube4a,-0.008044331,0,0.008044331
Jak3,-0.007965999,0,0.007965999
Gm4189,0.007959574,0,0.007959574
Dek,-0.007918562,0,0.007918562
Col4a1,0.007914517,0,0.007914517
Gm49719,-0.007910838,0,0.007910838
Cadps,-0.007853874,0,0.007853874
Zbtb7c,-0.0077993204,0,0.0077993204
Dync1li1,-0.0077722906,0,0.0077722906
Polm,0.007746492,0,0.007746492
Pank4,-0.007715663,0,0.007715663
Ccdc177,0.0077052875,0,0.0077052875
Gm42918,-0.0076588592,0,0.0076588592
Fcho2,0.0075122397,0,0.0075122397
Lamp2,-0.007492309,0,0.007492309
Malt1,-0.0074903783,0,0.0074903783
Ccsap,0.007469458,0,0.007469458
Zfp74,-0.00745252,0,0.00745252
Col4a5,-0.007431042,0,0.007431042
Tap2,-0.0073900023,0,0.0073900023
Tmem230,-0.007368849,0,0.007368849
Thtpa,0.0073199654,0,0.0073199654
Dok7,-0.007312259,0,0.007312259
Ramp3,0.0073040836,0,0.0073040836
5330439K02Rik,-0.00715543,0,0.00715543
Arhgdib,0.0071315076,0,0.0071315076
Gm10710,0.0070515587,0,0.0070515587
Jup,-0.0070389393,0,0.0070389393
Nipsnap1,-0.006990497,0,0.006990497
Gm6277,0.006911745,0,0.006911745
Tapt1,0.0069075185,0,0.0069075185
Lonp2,-0.00687898,0,0.00687898
Scd3,-0.0068350714,0,0.0068350714
C2cd2,-0.0068095387,0,0.0068095387
Daam2,-0.00673236,0,0.00673236
Gm26879,-0.0066789235,0,0.0066789235
Acap2,0.006602959,0,0.006602959
Il15ra,-0.0065554907,0,0.0065554907
Msn,0.006511418,0,0.006511418
Gse1,0.0064728223,0,0.0064728223
Ftl1-ps1,0.006467351,0,0.006467351
Vps37b,0.0064316187,0,0.0064316187
Dnajb3,-0.0063914084,0,0.0063914084
Ncoa4,-0.0063566323,0,0.0063566323
Itpr3,-0.006355635,0,0.006355635
Ogt,0.0063410667,0,0.0063410667
Epha8,-0.0063114706,0,0.0063114706
Slc30a9,-0.0063054943,0,0.0063054943
Inafm2,0.0062821303,0,0.0062821303
Med12,-0.006241129,0,0.006241129
Spag6l,0.0062295957,0,0.0062295957
Zdhhc23,0.0061969594,0,0.0061969594
Ttn,-0.006176864,0,0.006176864
Galnt3,0.0061523956,0,0.0061523956
Cavin3,-0.00615174,0,0.00615174
Ehd2,0.0060841576,0,0.0060841576
Haus1,-0.0060639507,0,0.0060639507
Tdrd12,0.0060517457,0,0.0060517457
Dock10,0.0060458384,0,0.0060458384
Slc45a1,-0.006021527,0,0.006021527
Immp2l,-0.0060048816,0,0.0060048816
Il1rap,0.0059614796,0,0.0059614796
Ell,0.005926892,0,0.005926892
Grm3,0.0058970903,0,0.0058970903
Gm9866,-0.0058951736,0,0.0058951736
Slc25a16,0.0058803475,0,0.0058803475
Tcirg1,0.005848358,0,0.005848358
Zar1,-0.0058390875,0,0.0058390875
Cmpk1,-0.0058301543,0,0.0058301543
Cdk2ap1,-0.0058273575,0,0.0058273575
Tyrobp,-0.005789762,0,0.005789762
Wasf2,-0.0057834773,0,0.0057834773
Mnd1,0.005702888,0,0.005702888
Wdr95,-0.0056634075,0,0.0056634075
Top3a,-0.0056566126,0,0.0056566126
Snta1,0.0056378013,0,0.0056378013
Pstpip1,-0.00563224,0,0.00563224
Pdp1,-0.0056235045,0,0.0056235045
Tas1r3,-0.0056149536,0,0.0056149536
Pigv,-0.005592208,0,0.005592208
Cntnap3,0.0055535776,0,0.0055535776
Itgam,0.005553419,0,0.005553419
Zscan26,-0.0055110743,0,0.0055110743
Ecel1,-0.0054880204,0,0.0054880204
Cfp,0.0054559917,0,0.0054559917
Vps13d,0.005425275,0,0.005425275
Itgad,-0.0054235603,0,0.0054235603
Dynlt1a,-0.0053838394,0,0.0053838394
Trdmt1,-0.0053666555,0,0.0053666555
Pgap3,0.005358011,0,0.005358011
Pkd2l1,-0.0053428146,0,0.0053428146
Gm43915,-0.0053248606,0,0.0053248606
2210011C24Rik,-0.0053206077,0,0.0053206077
Pde9a,0.005310864,0,0.005310864
Cwc27,-0.005307379,0,0.005307379
Il3ra,-0.0052659307,0,0.0052659307
Gm49870,-0.005261874,0,0.005261874
Plxnc1,0.005259811,0,0.005259811
Endou,0.005251668,0,0.005251668
Ryr3,0.0052276757,0,0.0052276757
Atp1a1,0.0052240463,0,0.0052240463
Nr1d2,-0.005215871,0,0.005215871
Gm46378,0.0052054035,0,0.0052054035
Wsb1,-0.0051915506,0,0.0051915506
Wtip,0.0051296405,0,0.0051296405
Ece1,-0.005084613,0,0.005084613
Zfp24,-0.0050527845,0,0.0050527845
Ago3,0.005050893,0,0.005050893
Xrcc2,-0.0050157798,0,0.0050157798
Erbb2,0.0050027557,0,0.0050027557
Ltbp4,0.0049770023,0,0.0049770023
Sap25,0.004959236,0,0.004959236
Gm4673,-0.0049490095,0,0.0049490095
Snx6,-0.004942698,0,0.004942698
Ccdc163,-0.004913175,0,0.004913175
Nt5dc2,0.004905537,0,0.004905537
Gxylt1,0.004901509,0,0.004901509
Flcn,-0.0049002892,0,0.0049002892
Kif13b,-0.004859948,0,0.004859948
Gm11423,0.004852928,0,0.004852928
Magi1,-0.00485229,0,0.00485229
Gpr179,-0.004847262,0,0.004847262
D7Ertd443e,-0.0048434916,0,0.0048434916
Gm41409,0.0048424136,0,0.0048424136
Amotl1,-0.0048264805,0,0.0048264805
Lcp2,0.004780312,0,0.004780312
Cd163l1,0.0047479947,0,0.0047479947
Kcnd3,0.0047185468,0,0.0047185468
Sult1a1,0.004698752,0,0.004698752
Crk,0.004666061,0,0.004666061
Kntc1,0.00465496,0,0.00465496
Cetn4,0.0046533206,0,0.0046533206
Ctsd,0.004639811,0,0.004639811
Fads6,-0.004631636,0,0.004631636
Gm26771,-0.004627096,0,0.004627096
Gm17354,-0.004618814,0,0.004618814
Pth2,-0.004606381,0,0.004606381
Plekhf1,-0.004569458,0,0.004569458
Zic1,0.004559797,0,0.004559797
Lncppara,0.0045210887,0,0.0045210887
Xrcc3,-0.004497641,0,0.004497641
Trmt6,0.004493662,0,0.004493662
Blmh,-0.004473639,0,0.004473639
Slain1,-0.004465042,0,0.004465042
Rffl,-0.004446103,0,0.004446103
Fsd1,-0.004411832,0,0.004411832
Hinfp,0.0043864613,0,0.0043864613
Sclt1,0.004328324,0,0.004328324
Sec16a,-0.0043199086,0,0.0043199086
Gm16551,-0.004266406,0,0.004266406
Chchd6,-0.004261791,0,0.004261791
Plekhg1,0.0042510107,0,0.0042510107
Bcl2,-0.00418649,0,0.00418649
Micall2,0.0041831285,0,0.0041831285
Ss18l1,-0.004167776,0,0.004167776
Disp3,0.00416383,0,0.00416383
1700112D23Rik,-0.0041437037,0,0.0041437037
Clmp,0.0041405135,0,0.0041405135
4930581F22Rik,-0.004124293,0,0.004124293
Itga9,-0.004113504,0,0.004113504
Acad9,0.004105146,0,0.004105146
4930539E08Rik,0.0040814904,0,0.0040814904
Kcnmb4os2,0.0040812353,0,0.0040812353
Serpina3n,0.004080455,0,0.004080455
Trmo,-0.0040736278,0,0.0040736278
Dusp16,-0.004065054,0,0.004065054
A330076C08Rik,-0.0040636305,0,0.0040636305
Strip2,-0.004063453,0,0.004063453
Tpo,-0.0040382626,0,0.0040382626
Ubxn10,-0.004032121,0,0.004032121
Tnfrsf22,0.004002934,0,0.004002934
Smc6,0.0039940136,0,0.0039940136
Gm45619,-0.003991,0,0.003991
Slc22a7,-0.0039824685,0,0.0039824685
Edaradd,0.0039796242,0,0.0039796242
Trappc13,-0.003961799,0,0.003961799
Sptb,0.0039524017,0,0.0039524017
Fbxl6,0.0039495663,0,0.0039495663
Gm29100,0.0038929065,0,0.0038929065
Dse,0.0038852864,0,0.0038852864
4933406B17Rik,0.0038847027,0,0.0038847027
